id,name,synonyms,cellosaurus_accession,SANGAR_ID,COSMIC_ID,BROAD_ID,CCLE_ID,tissue,disease_id
166,AsPC-1,AsPC-1; AsPc-1; Aspc-1; ASPC-1; As-PC1; ASPC1; AsPC1; Aspc1; AsPc1,CVCL_0152,SIDM00899,910702,ACH-000222,ASPC1_PANCREAS,pancreas,C9120
167,ATN-1,ATN-1; ATN1,CVCL_1073,SIDM00233,910687,ACH-002058,ATN1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,haematopoietic_and_lymphoid,C9142
168,ATRFLOX,ATRFLOX; ATRFLOX [Mutatect]; ATRflox/-,CVCL_2299,NA,NA,NA,NA,large_intestine,C4910
169,AU565,AU565; AU-565; AU 565,CVCL_1074,SIDM00898,910704,ACH-000248,AU565_BREAST,breast,C5214
170,AZ-521,AZ-521; AZ 521; AZ521,CVCL_2862,NA,NA,NA,NA,small_intestine,C7889
171,B-CPAP,B-CPAP; BC-PAP; BCPAP,CVCL_0153,SIDM00992,924104,ACH-000456,BCPAP_THYROID,thyroid,C6040
172,BALL-1,BALL-1; Ball-1; Ball 1; BALL1; B-cell Acute Lymphoblastic Leukemia-1,CVCL_1075,SIDM00287,910705,ACH-002211,BALL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,haematopoietic_and_lymphoid,C9143
173,BB30-HNC,BB30-HNC; BB30 HNC; BB30HNC; BB30-SCCHN,CVCL_1076,SIDM00172,753531,ACH-002212,BB30HNC_UPPER_AERODIGESTIVE_TRACT,upper_aerodigestive_tract,C34447
174,BB49-HNC,BB49-HNC; BB49 HNC; BB49HNC; BB49-SCCHN,CVCL_1077,SIDM00174,753532,ACH-002213,BB49HNC_UPPER_AERODIGESTIVE_TRACT,upper_aerodigestive_tract,C4041
175,BB65-RCC,BB65-RCC; BB65 RCC; BB65RCC; BB65,CVCL_1078,SIDM00191,753533,ACH-002090,BB65RCC_KIDNEY,kidney,C9385
176,BC-1,BC-1; BC1,CVCL_1079,SIDM00896,910919,ACH-002214,BC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,haematopoietic_and_lymphoid,C6915
177,BC-2,BC-2; BC2,CVCL_1856,NA,NA,NA,NA,haematopoietic_and_lymphoid,C6915
178,BC-3,BC-3; BC3,CVCL_1080,SIDM00895,910918,ACH-002215,BC3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,haematopoietic_and_lymphoid,C6915
179,BC-3C,BC-3C; BC3c,CVCL_1958,SIDM01523,NA,ACH-000593,BC3C_URINARY_TRACT,urinary_tract,C4912
180,BCP-1,BCP-1; BCP1,CVCL_0107,SIDM01530,NA,ACH-000923,BCP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,haematopoietic_and_lymphoid,C6915
181,BDCM,BDCM; B-cell with DC Morphology,CVCL_4613,SIDM01522,NA,ACH-000080,BDCM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,haematopoietic_and_lymphoid,C3171
182,BE-13,BE-13; Be-13; BE13; Be13,CVCL_1081,SIDM01245,906763,ACH-002216,BE13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,haematopoietic_and_lymphoid,C7953
183,Becker,Becker; BECKER; AK,CVCL_1093,SIDM00490,906746,ACH-001016,BECKER_CENTRAL_NERVOUS_SYSTEM,brain,C60781
184,BEN,BEN,CVCL_1082,SIDM00990,753534,ACH-000603,BEN_LUNG,lung,C2926
185,BFTC-905,BFTC-905; BFTC 905; BFTC905,CVCL_1083,SIDM00989,910926,ACH-000802,BFTC905_URINARY_TRACT,urinary_tract,C4912
186,BFTC-909,BFTC-909; BFTC 909; BFTC909,CVCL_1084,SIDM00988,910698,ACH-000792,BFTC909_KIDNEY,kidney,C9385
187,BGC-823,BGC-823; BGC823,CVCL_3360,NA,NA,NA,NA,stomach,C27677
188,BHT-101,BHT-101; BHT101,CVCL_1085,SIDM00987,906696,ACH-000191,BHT101_THYROID,thyroid,C3878
189,BHY,BHY,CVCL_1086,SIDM00986,753535,ACH-000548,BHY_UPPER_AERODIGESTIVE_TRACT,upper_aerodigestive_tract,C34447
190,BICR 10,BICR 10; BICR-10; BICR10; BICR-10 R; Beatson Institute for Cancer Research 10,CVCL_2307,SIDM00077,1290724,ACH-001331,BICR10_UPPER_AERODIGESTIVE_TRACT,upper_aerodigestive_tract,C4040
191,BICR 16,BICR 16; BICR-16; BICR16; BICR-16 R; Beatson Institute for Cancer Research 16,CVCL_2308,SIDM01520,NA,ACH-000503,BICR16_UPPER_AERODIGESTIVE_TRACT,upper_aerodigestive_tract,C4648
192,BICR 18,BICR 18; BICR-18; BICR_18; BICR18; BICR-18 R; Beatson Institute for Cancer Research 18,CVCL_2309,SIDM01519,NA,ACH-000992,BICR18_UPPER_AERODIGESTIVE_TRACT,upper_aerodigestive_tract,C4044
193,BICR 22,BICR 22; BICR-22; BICR22; BICR-22 M; Beatson Institute for Cancer Research 22,CVCL_2310,SIDM00485,1240121,ACH-000794,BICR22_UPPER_AERODIGESTIVE_TRACT,upper_aerodigestive_tract,C4648
194,BICR 31,BICR 31; BICR-31; BICR31; Beatson Institute for Cancer Research 31,CVCL_2312,SIDM00078,1290725,ACH-000228,BICR31_UPPER_AERODIGESTIVE_TRACT,upper_aerodigestive_tract,C4648
195,BICR 56,BICR 56; BICR-56; BICR56; Beatson Institute for Cancer Research 56,CVCL_2313,SIDM01518,NA,ACH-000771,BICR56_UPPER_AERODIGESTIVE_TRACT,upper_aerodigestive_tract,C4648
196,BICR 6,BICR 6; BICR-6; BICR6; Beatson Institute for Cancer Research 6,CVCL_2314,SIDM01517,NA,ACH-000415,BICR6_UPPER_AERODIGESTIVE_TRACT,upper_aerodigestive_tract,C4043
197,BICR 78,BICR 78; BICR-78; BICR78; Beatson Institute for Cancer Research 78,CVCL_2315,SIDM00501,1240122,ACH-001332,BICR78_UPPER_AERODIGESTIVE_TRACT,upper_aerodigestive_tract,C4833
198,BJ1-hTERT,BJ1-hTERT; hTERT-BJ1; HTERT-BJ1; hTERT-BJ; hTERT BJ; BJ hTERT; BJ1; BJ-1; BJ-5ta; BJ-tert; BJHTERT,CVCL_6573,NA,NA,NA,NA,skin,NA
199,BJAB,BJAB; BJAb; BJA-B; BJAB-1; BJA-B1; BJA-B-1,CVCL_5711,NA,NA,NA,NA,haematopoietic_and_lymphoid,C2912
200,BL-41,BL-41; BL41; BL 41; IARC/BL41; IARC/BL 41; IARC-BL41; IARC BL41; IARC-BL-41; IARC BL 41,CVCL_1087,SIDM00985,910706,ACH-000245,BL41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,haematopoietic_and_lymphoid,C2912
201,BL-70,BL-70; BL70; BL 70; IARC/BL70; IARC/BL 70; IARC-BL70; IARC BL70; IARC BL 70,CVCL_1088,SIDM00074,910707,ACH-000402,BL70_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,haematopoietic_and_lymphoid,C2912
202,BOKU,BOKU; Boku,CVCL_1089,SIDM00073,753536,ACH-001451,BOKU_CERVIX,cervix,C27676
203,BONNA-12,BONNA-12; Bonna-12; BONNA12; Bonna12,CVCL_1090,SIDM00984,906695,ACH-001452,BONNA12_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,haematopoietic_and_lymphoid,C7402
204,BPH-1,BPH-1; BPH1,CVCL_1091,SIDM00964,924105,ACH-001453,BPH1_PROSTATE,prostate,C2897
205,BT-12,BT-12; BT12,CVCL_M155,SIDM01514,NA,ACH-000160,BT12_SOFT_TISSUE,soft_tissue,C6906
206,BT-16,BT-16; BT16,CVCL_M156,SIDM01521,NA,ACH-001020,BT16_SOFT_TISSUE,soft_tissue,C6906
207,BT-20,BT-20; BT 20; BT20,CVCL_0178,SIDM00893,906801,ACH-000536,BT20_BREAST,breast,C4194
208,BT-474,BT-474; Bt-474; BT474,CVCL_0179,SIDM00963,946359,ACH-000927,BT474_BREAST,breast,C4194
209,BT-483,BT-483; BT483,CVCL_2319,SIDM00892,949093,ACH-000818,BT483_BREAST,breast,C4194
210,BT147,BT147; BT-147,CVCL_UK63,NA,NA,NA,NA,brain,C3058
211,BT164,BT164,CVCL_UK68,NA,NA,NA,NA,brain,C3058
212,BV-173,BV-173; BV173,CVCL_0181,SIDM00962,910710,ACH-000432,BV173_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,haematopoietic_and_lymphoid,C3174
213,BxPC-3,BxPC-3; BxPc-3; BXPC-3; Bx-PC3; BXPC3; BxPC3; BxPc3; Biopsy xenograft of Pancreatic Carcinoma line-3,CVCL_0186,SIDM00132,906693,ACH-000535,BXPC3_PANCREAS,pancreas,C9120
214,C-33 A,C-33 A; C33A; C33a; C33-A; C-33-A; C-33A; C33,CVCL_1094,SIDM00889,687505,ACH-001333,C33A_CERVIX,cervix,C4028
215,C-4-I,C-4-I; C-4I; C-4 I; C-4-i; C4-I; C4-1; C4 I; C4I; C41; Hs 636.T; Hs 636 T,CVCL_2253,SIDM00905,687506,ACH-001334,C4I_CERVIX,cervix,C27676
216,C170,C170,CVCL_S959,NA,NA,NA,NA,large_intestine,C5105
217,C2BBe1,C2BBe1; C2BBE1; C2BBe 1; Caco-2/BBe 1; Caco-2/BBe; Caco-2BBe; Caco-2BBE; Caco-2 BBe; Caco2-BBE; Caco2BBe; Caco2BBE; CACO2BBE; BBE,CVCL_1096,SIDM01233,910700,ACH-000009,C2BBE1_LARGE_INTESTINE,large_intestine,C4349
218,C32 [Human melanoma],C32 [Human melanoma]; C-32; C32-mel; C32 mel; C32r,CVCL_1097,SIDM00890,906830,ACH-000580,C32_SKIN,skin,C3802
219,C32TG,C32TG; C32-TG; C32-r16TG; C32r16TG,CVCL_2324,NA,NA,NA,NA,skin,C3802
220,C8166,C8166; C8166-CD4,CVCL_1099,SIDM00072,906829,ACH-000206,C8166_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,haematopoietic_and_lymphoid,NA
221,Ca Ski,Ca Ski; Ca-Ski; CaSki; Caski; CASKI,CVCL_1100,SIDM00923,906824,ACH-001336,CASKI_CERVIX,cervix,C27676
222,CA46,CA46; CA-46; CA 46,CVCL_1101,SIDM00907,910703,ACH-000440,CA46_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,haematopoietic_and_lymphoid,C2912
223,Ca9-22,Ca9-22; CA9-22; Ca 9-22; CA922; Ca922,CVCL_1102,SIDM00489,753538,ACH-002043,CA922_UPPER_AERODIGESTIVE_TRACT,upper_aerodigestive_tract,C129857
224,Caco-2,Caco-2; CaCo-2; CACO-2; Caco 2; CACO 2; CACO2; CaCo2; CaCO2; Caco2; Caco-2/ATCC,CVCL_0025,SIDM00891,1290729,ACH-000003,CACO2_LARGE_INTESTINE,large_intestine,C4349
225,CADO-ES1,CADO-ES1; CADO-ES-1; CADO ES1; CADOES1; CADO-ES; Cado-ES; ESCADO1; Center for Adult Diseases Osaka-Ewing Sarcoma 1,CVCL_1103,SIDM00961,753539,ACH-000210,CADOES1_BONE,bone,C4817
226,Caki-2,Caki-2; CAKI-2; CaKi-2; caki-2; CAKI 2; Caki 2; Caki2; CAKI2,CVCL_0235,SIDM01546,NA,ACH-000234,CAKI2_KIDNEY,kidney,C6975
227,CAL-120,CAL-120; CAL 120; CAL120,CVCL_1104,SIDM00940,906826,ACH-000212,CAL120_BREAST,breast,C4872
228,CAL-12T,CAL-12T; Cal-12T; CAL 12T; CAL12T; CAL 12; Centre Antoine Lacassagne-12T,CVCL_1105,SIDM00939,753540,ACH-000826,CAL12T_LUNG,lung,C2926
229,CAL-148,CAL-148; CAL 148; CAL148; Centre Antoine Lacassagne-148,CVCL_1106,SIDM00938,924106,ACH-000902,CAL148_BREAST,breast,C4872
230,CAL-27,CAL-27; Cal-27; CAL 27; Cal 27; CAL27; Cal27; Centre Antoine Lacassagne-27,CVCL_1107,SIDM00937,910916,ACH-000832,CAL27_UPPER_AERODIGESTIVE_TRACT,upper_aerodigestive_tract,C4648
231,CAL-29,CAL-29; CAL 29; CAL29; Centre Antoine Lacassagne-29,CVCL_1808,SIDM00936,1290730,ACH-000142,CAL29_URINARY_TRACT,urinary_tract,C4912
232,CAL-33,CAL-33; Cal-33; CAL 33; CAL33; Centre Antoine Lacassagne-33,CVCL_1108,SIDM00942,753541,ACH-000518,CAL33_UPPER_AERODIGESTIVE_TRACT,upper_aerodigestive_tract,C4648
233,CAL-39,CAL-39; CAL 39; CAL39; Centre Antoine Lacassagne-39,CVCL_1109,SIDM00935,924107,ACH-002091,CAL39_VULVA,vulva,C4052
234,CAL-51,CAL-51; CAL 51; CAL51; Cal51; Centre Antoine Lacassagne-51,CVCL_1110,SIDM00933,910927,ACH-000856,CAL51_BREAST,breast,C4872
235,CAL-54,CAL-54; CAL 54; CAL54; Centre Antoine Lacassagne-54,CVCL_1111,SIDM00932,910952,ACH-000457,CAL54_KIDNEY,kidney,C9385
236,CAL-62,CAL-62; Cal-62; CAL 62; Cal 62; CAL62; Centre Antoine Lacassagne-62,CVCL_1112,SIDM00931,906828,ACH-000174,CAL62_THYROID,thyroid,C3878
237,CAL-72,CAL-72; CAL 72; CAL72; Cal72; Centre Antoine Lacassagne-72,CVCL_1113,SIDM00930,906827,ACH-001715,CAL72_BONE,bone,C9145
238,CAL-78,CAL-78; CAL 78; CAL78; Centre Antoine Lacassagne-78,CVCL_1809,SIDM00929,1290765,ACH-000516,CAL78_BONE,bone,C6476
239,CAL-85-1,CAL-85-1; Cal-85-1; CAL 85-1; CAL85-1; CAL851; Centre Antoine Lacassagne-85-1,CVCL_1114,SIDM00928,910852,ACH-000857,CAL851_BREAST,bone,C4872
240,Calu-1,Calu-1; CaLu-1; CALU-1; CALU 1; Calu 1; CALU1; Calu1,CVCL_0608,SIDM01545,NA,ACH-000511,CALU1_LUNG,skin,C3493
241,Calu-3,Calu-3; CaLu-3; CALU-3; Calu 3; Calu3; CALU3,CVCL_0609,SIDM00922,687777,ACH-000392,CALU3_LUNG,lung,C3512
242,Calu-6,Calu-6; CaLu-6; CALU-6; Calu 6; Calu6; CALU6,CVCL_0236,SIDM00921,724859,ACH-000264,CALU6_LUNG,lung,C3512
243,CAMA-1,CAMA-1; Cama-1; CAMA1; CAMA,CVCL_1115,SIDM00920,946382,ACH-000783,CAMA1_BREAST,breast,C5214
244,Caov-4,Caov-4; CaOv-4; CaOV-4; CAOV-4; CAOV4; Caov4,CVCL_0202,SIDM00918,949090,ACH-000103,CAOV4_OVARY,ovary,C105555
245,Capan-1,Capan-1; CaPan-1; CAPAN-1; Capan 1; CAPAN 1; Capan1; CAPAN1,CVCL_0237,SIDM00934,753624,ACH-000354,CAPAN1_PANCREAS,pancreas,C9120
246,Capan-2,Capan-2; CaPan-2; CAPAN-2; Capan 2; CAPAN 2; Capan2; CAPAN2,CVCL_0026,SIDM00943,910915,ACH-000107,CAPAN2_PANCREAS,pancreas,C9120
247,CaR-1,CaR-1; CaR1; CAR1,CVCL_1116,SIDM00488,924108,ACH-002345,CAR1_LARGE_INTESTINE,large_intestine,C9383
248,CAS-1,CAS-1; CAS1,CVCL_1117,SIDM00212,910943,ACH-000464,CAS1_CENTRAL_NERVOUS_SYSTEM,brain,C3058
249,CCF-STTG1,CCF-STTG1; CCFSTTG1; STTG1,CVCL_1118,SIDM00131,906823,ACH-000329,CCFSTTG1_CENTRAL_NERVOUS_SYSTEM,brain,C60781
250,CCK-81,CCK-81; CCK81,CVCL_2873,SIDM00487,1240123,ACH-000963,CCK81_LARGE_INTESTINE,large_intestine,C4349
251,CCRF-SB,CCRF-SB; CCRF SB; SB; S.B.; GM04154; GM04154B,CVCL_1860,NA,NA,NA,NA,haematopoietic_and_lymphoid,C7953
252,CESS,CESS; Cess,CVCL_0209,SIDM00917,910688,ACH-002218,CESS_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,haematopoietic_and_lymphoid,C9154
253,CFPAC-1,CFPAC-1; CFPac-1; CF PAC-1; CF-PAC1; CF-Pac1; CF Pac1; CFPAC1; CFPac1; CFPAC,CVCL_1119,SIDM00130,906821,ACH-000138,CFPAC1_PANCREAS,pancreas,C2975
254,CGTH-W-1,CGTH-W-1; CGTH-W1; CGTH W-1; CGTHW1,CVCL_1120,SIDM01248,910568,ACH-001023,CGTHW1_THYROID,thyroid,C46008
255,CH-157MN,CH-157MN; CH157-MN; CH-157-MN; CH-157 MN; CH157MN,CVCL_5723,SIDM01543,NA,ACH-000025,CH157MN_CENTRAL_NERVOUS_SYSTEM,brain,C3230
256,ChaGo-K-1,ChaGo-K-1; CHAGO-K-1; ChaGo K-1; ChaGo-K1; CHAGOK1; ChaGoK1,CVCL_1121,SIDM00924,687596,ACH-000867,CHAGOK1_LUNG,lung,C35875
257,CHL-1,CHL-1; CHL1,CVCL_1122,SIDM01228,910853,ACH-001024,CHL1_SKIN,skin,C3224
258,CHP-126,CHP-126; CHP 126; CHP126,CVCL_1123,SIDM00286,910567,ACH-000136,CHP126_AUTONOMIC_GANGLIA,autonomic_ganglia,C3270
259,CHP-134,CHP-134; CHP 134; CHP_134; CHP134,CVCL_1124,SIDM00285,910941,ACH-001338,CHP134_AUTONOMIC_GANGLIA,autonomic_ganglia,C3270
260,CHP-212,CHP-212; CHP 212; CHP212; NB9; NB-9,CVCL_1125,SIDM00910,906820,ACH-000120,CHP212_AUTONOMIC_GANGLIA,autonomic_ganglia,C3270
261,CHSA0011,CHSA0011; CHSA 0011,CVCL_X483,SIDM00051,1290767,ACH-002092,CHSA0011_BONE,bone,C2946
262,CHSA0108,CHSA0108; CHSA 0108,CVCL_X484,SIDM00050,1290768,ACH-002093,CHSA0108_BONE,bone,C2946
263,CHSA8926,CHSA8926; CHSA 8926,CVCL_X485,SIDM00176,1303912,ACH-002094,CHSA8926_BONE,bone,C2946
264,Ci-1,Ci-1; CI-1; CI1; Ci1,CVCL_1861,SIDM01531,NA,ACH-000687,CI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,haematopoietic_and_lymphoid,C3457
265,CJM [Human melanoma],CJM [Human melanoma],CVCL_U797,SIDM01512,NA,ACH-000458,CJM_SKIN,skin,C3224
266,CL-11,CL-11; CL11,CVCL_1978,SIDM00944,1290769,ACH-000249,CL11_LARGE_INTESTINE,large_intestine,C4349
267,CL-14,CL-14; CL14,CVCL_1979,SIDM01491,NA,ACH-000342,CL14_LARGE_INTESTINE,large_intestine,C4349
268,CL-34,CL-34; CL34,CVCL_1980,SIDM00945,1290771,ACH-000895,CL34_LARGE_INTESTINE,large_intestine,C4349
269,CL-40,CL-40; CL40,CVCL_1982,SIDM00960,1240124,ACH-000798,CL40_LARGE_INTESTINE,large_intestine,C4349
270,CMK,CMK,CVCL_0216,SIDM00959,910566,ACH-000641,CMK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,haematopoietic_and_lymphoid,C2993
271,CMK-11-5,CMK-11-5; CMK 11-5; CMK11-5; CMK115,CVCL_0217,SIDM01235,NA,ACH-001036,CMK115_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,haematopoietic_and_lymphoid,C2993
272,CMK-86,CMK-86; CMK86,CVCL_2804,NA,NA,NA,NA,haematopoietic_and_lymphoid,C2993
273,CML-T1,CML-T1; CML T1; CMLT1; CMLT-1,CVCL_1126,SIDM00958,910951,ACH-000920,CMLT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,haematopoietic_and_lymphoid,C3174
274,COLO 201,COLO 201; Colo 201; Colo-201; COLO-201; COLO201; Colo201,CVCL_1987,SIDM00823,906819,ACH-000253,COLO201_LARGE_INTESTINE,large_intestine,C4349
275,COLO 206F,COLO 206F; Colo-206F; COLO-206F; Colo 206F; COLO206F; COLO 206; COLO206,CVCL_1988,SIDM00822,910565,NA,NA,large_intestine,C4349
276,COLO 320,COLO 320; Colo 320; COLO-320; Colo-320; Colo320; CoLo320; Co320; COLO 320F,CVCL_1989,SIDM00071,1290773,ACH-000202,COLO320_LARGE_INTESTINE,large_intestine,C4349
277,COLO 320HSR,COLO 320HSR; COLO-320HSR; COLO320HSR; COLO 320 HSR; COLO-320-HSR; COLO-HSR,CVCL_0220,SIDM00842,910569,NA,NA,large_intestine,C4349
278,COLO 668,COLO 668; Colo 668; COLO-668; COLO668,CVCL_1128,SIDM00143,910692,ACH-000803,COLO668_LUNG,lung,C4917
279,COLO 677,COLO 677; COLO-677; COLO677,CVCL_1862,NA,NA,NA,NA,lung,C3242
280,COLO 678,COLO 678; Colo-678; COLO-678; COLO678,CVCL_1129,SIDM00957,910689,ACH-000350,COLO678_LARGE_INTESTINE,large_intestine,C4910
281,COLO 679,COLO 679; COLO-679; COLO679,CVCL_1130,SIDM00284,906818,ACH-000805,COLO679_SKIN,skin,C3510
282,COLO 680N,COLO 680N; COLO-680N; COLO680N,CVCL_1131,SIDM00956,906817,ACH-000717,COLO680N_OESOPHAGUS,oesophagus,C4024
283,COLO 684,COLO 684; COLO-684; COLO684; Colo684,CVCL_1132,SIDM00142,910691,ACH-000864,COLO684_ENDOMETRIUM,endometrium,C7359
285,COLO 704,COLO 704; COLO-704; COLO704,CVCL_1994,NA,NA,NA,NA,ovary,C105555
286,COLO 741,COLO 741; COLO-741; Colo741; COLO741,CVCL_1133,SIDM01483,NA,ACH-000582,COLO741_SKIN,skin,C3224
287,COLO 775,COLO 775; COLO-775,CVCL_1996,NA,NA,NA,NA,haematopoietic_and_lymphoid,C3242
288,COLO 783,COLO 783; COLO-783; Colo783; COLO783,CVCL_1997,SIDM00955,1240125,ACH-000812,COLO783_SKIN,skin,C3224
289,COLO 792,COLO 792; COLO-792; COLO792,CVCL_1134,SIDM00140,906814,ACH-000968,COLO792_SKIN,skin,C3224
290,COLO 794,COLO 794; Colo 794; COLO-794; COLO794,CVCL_2408,SIDM00514,1297437,ACH-001339,COLO794_SKIN,skin,C3510
291,COLO 800,COLO 800; COLO-800; COLO800,CVCL_1135,SIDM00515,906813,ACH-000401,COLO800_SKIN,skin,C3510
292,COLO 818,COLO 818; COLO-818; COLO818,CVCL_1998,SIDM01153,NA,ACH-001044,COLO818_SKIN,skin,C3510
293,COLO 824,COLO 824; Colo 824; COLO-824; Colo-824; COLO824; Colo824,CVCL_1136,SIDM00954,906812,ACH-001820,COLO824_BREAST,breast,C4872
294,COLO 829,COLO 829; Colo 829; COLO-829; Colo-829; COLO829; Colo829,CVCL_1137,SIDM00909,687448,ACH-000644,COLO829_SKIN,skin,C3510
295,COLO 849,COLO 849; COLO-849; Colo 849; COLO849,CVCL_2002,NA,NA,NA,NA,skin,C3510
296,COLO 853,COLO 853; COLO-853; Colo 853,CVCL_2003,NA,NA,NA,NA,skin,C3510
297,COLO 857,COLO 857; COLO-857; Colo 857; COLO857,CVCL_2004,NA,NA,NA,NA,skin,C3510
298,COR-L105,COR-L105; CORL105; COR-L 105,CVCL_1138,SIDM00513,906805,ACH-000161,CORL105_LUNG,lung,C3512
299,COR-L23,COR-L23; CORL23; COR-L23/P; L23/P,CVCL_1139,SIDM00512,687780,ACH-000662,CORL23_LUNG,lung,C4450
300,COR-L24,COR-L24; COR L24; Cor L24; CORL24,CVCL_2409,SIDM01490,NA,ACH-000382,CORL24_LUNG,lung,C4917
301,COR-L26,COR-L26; CORL26,CVCL_2410,NA,NA,NA,NA,lung,C4917
302,COR-L279,COR-L279; COR L279; CORL279; LuCL4,CVCL_1140,SIDM00511,910937,ACH-000257,CORL279_LUNG,lung,C4917
303,COR-L303,COR-L303; CORL303; COR L303,CVCL_2411,SIDM00510,1297438,ACH-002095,CORL303_LUNG,lung,C4917
304,COR-L311,COR-L311; CORL311,CVCL_2412,SIDM00509,687980,ACH-000187,CORL311_LUNG,lung,C4917
305,COR-L32,COR-L32; Cor L32; CORL32,CVCL_2413,SIDM00508,1322212,ACH-001489,CORL32_LUNG,lung,C3493
306,COR-L321,COR-L321; CORL321,CVCL_2414,SIDM00507,1322213,ACH-001490,CORL321_PLEURA,pleura,C4878
307,COR-L47,COR-L47; Cor L47; CORL47,CVCL_2415,SIDM01482,NA,ACH-000695,CORL47_LUNG,lung,C4917
308,COR-L51,COR-L51; Cor L51; CORL51,CVCL_2416,NA,NA,NA,NA,lung,C4917
309,COR-L88,COR-L88; Cor L88; CORL88; CorL88,CVCL_1141,SIDM00506,906808,ACH-000508,CORL88_LUNG,lung,C4917
310,COR-L95,COR-L95; CORL95,CVCL_2418,SIDM00521,1297439,ACH-000743,CORL95_LUNG,lung,C4917
311,COV318,COV318; Cov318; COV-318,CVCL_2419,SIDM01480,NA,ACH-000256,COV318_OVARY,ovary,C105555
312,COV362,COV362; Cov362; COV-362,CVCL_2420,SIDM01479,NA,ACH-000278,COV362_OVARY,ovary,C105555
313,COV413A,COV413A; COV 413A,CVCL_2422,SIDM01478,NA,ACH-001340,COV413A_OVARY,ovary,C4908
314,COV413B,COV413B,CVCL_2423,SIDM01477,NA,NA,NA,ovary,C4908
315,COV434,COV434; COV-434; COV 434,CVCL_2010,SIDM01476,NA,ACH-000123,COV434_OVARY,ovary,C6261
316,COV504,COV504; Cov504; COV 504,CVCL_2424,SIDM01475,NA,ACH-001048,COV504_OVARY,ovary,C4908
317,COV644,COV644; COV-644,CVCL_2425,SIDM01474,NA,ACH-000608,COV644_OVARY,ovary,C4908
318,CP50-MEL-B,CP50-MEL-B; CP50MELB; CP50-MEL,CVCL_1143,SIDM00175,753545,ACH-002096,CP50MELB_SKIN,skin,C3224
319,CP66-MEL,CP66-MEL; CP66MEL; CP66,CVCL_1144,SIDM00190,753546,ACH-002097,CP66MEL_SKIN,skin,C3224
320,CP67-MEL,CP67-MEL; CP67MEL,CVCL_1145,SIDM00189,949092,ACH-002098,CP67MEL_SKIN,skin,C3224
321,CPC-N,CPC-N,CVCL_1146,SIDM00953,753547,ACH-001049,CPCN_LUNG,lung,C4917
322,CRO-AP2,CRO-AP2; CRO-AP/2; CROAP2; AP2,CVCL_1147,SIDM00952,906807,ACH-002220,CROAP2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,haematopoietic_and_lymphoid,C6915
323,CRO-AP3,CRO-AP3; CRO-AP/3; CROAP3; AP3,CVCL_1810,SIDM00070,1297440,ACH-002393,CROAP3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,haematopoietic_and_lymphoid,C6915
324,CS-1 [Human chondrosarcoma],CS-1 [Human chondrosarcoma]; CS1; CHSA cell line,CVCL_T023,SIDM00199,1290795,ACH-002099,CS1_BONE,bone,C2946
325,CTB-1,CTB-1; CTB1,CVCL_1149,SIDM00283,949088,ACH-002221,CTB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,haematopoietic_and_lymphoid,C8851
326,CTV-1,CTV-1; CTV1,CVCL_1150,SIDM00951,753548,ACH-002222,CTV1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,haematopoietic_and_lymphoid,C9142
327,CW-2,CW-2; CW2,CVCL_1151,SIDM00282,910554,ACH-000998,CW2_LARGE_INTESTINE,large_intestine,C4349
328,CX-1,CX-1; HT-29/CX-1; CX1,CVCL_2011,NA,NA,NA,NA,large_intestine,C4349
329,D-247MG,D-247MG; D-247 MG; D-247-MG; D247MG,CVCL_1153,SIDM00622,946367,ACH-002224,D247MG_CENTRAL_NERVOUS_SYSTEM,brain,C3796
330,D-263MG,D-263MG; D-263 MG; D263MG,CVCL_1154,SIDM00732,946368,ACH-002225,D263MG_CENTRAL_NERVOUS_SYSTEM,brain,C3058
331,D-336MG,D-336MG; D-336 MG; D336MG,CVCL_1156,SIDM00620,946369,ACH-002226,D336MG_CENTRAL_NERVOUS_SYSTEM,brain,C3058
332,D-392MG,D-392MG; D-392 MG; D392MG,CVCL_1158,SIDM00542,946370,ACH-002227,D392MG_CENTRAL_NERVOUS_SYSTEM,brain,C3058
