dname,chembl_id,inchikey,smiles,cid,molecular_formula,clinical_phase,cid_m,cid_s,stitch_name,drugbank_id,kegg_id,target_genes,PUBCHCID,TTD_TARGETS
SERTRALINE,CHEMBL809,VGKDLMBJGBXTGI-SJCJKPOMSA-N,CNC1CCC(C2=CC=CC=C12)C3=CC(=C(C=C3)Cl)Cl,68617,C17H17Cl2N,4,CIDm00005203,CIDs00063009,sertraline,DB01104,D02360,,68617,SLC6A4
TRIHEXYPHENIDYL,CHEMBL1490,HWHLPVGTWGOCJO-UHFFFAOYSA-N,C1CCC(CC1)C(CCN2CCCCC2)(C3=CC=CC=C3)O,5572,C20H31NO,4,CIDm00005572,CIDs00005572,trihexyphenidyl,DB00376,D08638,,5572,"ADRB3,CHRM1"
LEVONORGESTREL,CHEMBL1389,WWYNJERNGUHSAO-XUDSTZEESA-N,CCC12CCC3C(C1CCC2(C#C)O)CCC4=CC(=O)CCC34,13109,C21H28O2,4,CIDm00004542,CIDs00013109,levonorgestrel,DB00367,D00950,,13109,PGR
IMIPRAMINE,CHEMBL11,BCGWQEUPMDMJNV-UHFFFAOYSA-N,CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31,3696,C19H24N2,4,CIDm00003696,CIDs00003696,imipramine,DB00458,D08070,,3696,SLC6A2
FLUMAZENIL,CHEMBL407,OFBIFZUFASYYRE-UHFFFAOYSA-N,CCOC(=O)C1=C2CN(C(=O)C3=C(N2C=N1)C=CC(=C3)F)C,3373,C15H14FN3O3,4,CIDm00003373,CIDs00003373,flumazenil,DB01205,D00697,,3373,"TSPO,GABRA5,GABRA3,GABRA2,GABRG3"
PENTAMIDINE,CHEMBL55,XDRYMKDFEDOLFX-UHFFFAOYSA-N,C1=CC(=CC=C1C(=N)N)OCCCCCOC2=CC=C(C=C2)C(=N)N,4735,C19H24N4O2,4,CIDm00004735,CIDs00004735,pentamidine,DB00738,D08333,,4735,TPSAB1
DRONEDARONE,CHEMBL184412,ZQTNQVWKHCQYLQ-UHFFFAOYSA-N,CCCCC1=C(C2=C(O1)C=CC(=C2)NS(=O)(=O)C)C(=O)C3=CC=C(C=C3)OCCCN(CCCC)CCCC,208898,C31H44N2O5S,4,CIDm00208898,CIDs00208898,dronedarone,DB04855,D02537,,208898,KCNA5
METHYCLOTHIAZIDE,CHEMBL1577,CESYKOGBSMNBPD-UHFFFAOYSA-N,CN1C(NC2=CC(=C(C=C2S1(=O)=O)S(=O)(=O)N)Cl)CCl,4121,C9H11Cl2N3O4S2,4,CIDm00004121,CIDs00004121,methyclothiazide,DB00232,D00656,,4121,SLC12A1
TESTOSTERONE,CHEMBL386630,MUMGGOZAMZWBJJ-DYKIIFRCSA-N,CC12CCC3C(C1CCC2O)CCC4=CC(=O)CCC34C,6013,C19H28O2,4,CIDm00005408,CIDs00006013,testosterone,DB00624,D00075,,6013,AR
RILUZOLE,CHEMBL744,FTALBRSUTCGOEG-UHFFFAOYSA-N,C1=CC2=C(C=C1OC(F)(F)F)SC(=N2)N,5070,C8H5F3N2OS,4,CIDm00005070,CIDs00005070,riluzole,DB00740,D00775,,5070,SCN11A
TRIAMTERENE,CHEMBL585,FNYLWPVRPXGIIP-UHFFFAOYSA-N,C1=CC=C(C=C1)C2=NC3=C(N=C2N)N=C(N=C3N)N,5546,C12H11N7,4,CIDm00005546,CIDs00005546,triamterene,DB00384,D00386,,5546,SCNN1A; SCNN1B; SCNN1G; SCNN1D
BUMETANIDE,CHEMBL1072,MAEIEVLCKWDQJH-UHFFFAOYSA-N,CCCCNC1=C(C(=CC(=C1)C(=O)O)S(=O)(=O)N)OC2=CC=CC=C2,2471,C17H20N2O5S,4,CIDm00002471,CIDs00002471,bumetanide,DB00887,D00247,,2471,SLC12A1
CYTARABINE,CHEMBL803,UHDGCWIWMRVCDJ-CCXZUQQUSA-N,C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)O,6253,C9H13N3O5,4,CIDm00000596,CIDs00006252,cytarabine,DB00987,D00168,,6253,HSV UL30
LOPERAMIDE,CHEMBL841,RDOIQAHITMMDAJ-UHFFFAOYSA-N,CN(C)C(=O)C(CCN1CCC(CC1)(C2=CC=C(C=C2)Cl)O)(C3=CC=CC=C3)C4=CC=CC=C4,3955,C29H33ClN2O2,4,CIDm00003954,CIDs00003954,loperamide,DB00836,D08144,,3955,OPRD1
SUMATRIPTAN,CHEMBL128,KQKPFRSPSRPDEB-UHFFFAOYSA-N,CNS(=O)(=O)CC1=CC2=C(C=C1)NC=C2CCN(C)C,5358,C14H21N3O2S,4,CIDm00005358,CIDs00005358,sumatriptan,DB00669,D00451,,5358,HTR1D
SITAGLIPTIN,CHEMBL1422,MFFMDFFZMYYVKS-SECBINFHSA-N,C1CN2C(=NN=C2C(F)(F)F)CN1C(=O)CC(CC3=CC(=C(C=C3F)F)F)N,4369359,C16H15F6N5O,4,CIDm04369359,CIDs04369359,sitagliptin,DB01261,D08516,,4369359,DPP4
DISULFIRAM,CHEMBL964,AUZONCFQVSMFAP-UHFFFAOYSA-N,CCN(CC)C(=S)SSC(=S)N(CC)CC,3117,C10H20N2S4,4,CIDm00003117,CIDs00003117,disulfiram,DB00822,D00131,,3117,ALDH3A2
TAMOXIFEN,CHEMBL83,NKANXQFJJICGDU-QPLCGJKRSA-N,CCC(=C(C1=CC=CC=C1)C2=CC=C(C=C2)OCCN(C)C)C3=CC=CC=C3,2733526,C26H29NO,4,CIDm00005376,CIDs02733525,tamoxifen,DB00675,D08559,,2733526,ESR1
SAXAGLIPTIN,CHEMBL385517,QGJUIPDUBHWZPV-SGTAVMJGSA-N,C1C2CC2N(C1C#N)C(=O)C(C34CC5CC(C3)CC(C5)(C4)O)N,11243969,C18H25N3O2,4,CIDm11235728,CIDs11243969,saxagliptin,DB06335,D08996,,11243969,DPP4
EZETIMIBE,CHEMBL1138,OLNTVTPDXPETLC-XPWALMASSA-N,C1=CC(=CC=C1C2C(C(=O)N2C3=CC=C(C=C3)F)CCC(C4=CC=C(C=C4)F)O)O,150311,C24H21F2NO3,4,CIDm00150311,CIDs00150311,ezetimibe,DB00973,D01966,,150311,NPC1L1
CISAPRIDE,CHEMBL1729,DCSUBABJRXZOMT-UHFFFAOYSA-N,COC1CN(CCC1NC(=O)C2=CC(=C(C=C2OC)N)Cl)CCCOC3=CC=C(C=C3)F,2769,C23H29ClFN3O4,4,CIDm00002769,CIDs00002769,cisapride,,D00274,,2769,HTR4
RISPERIDONE,CHEMBL85,RAPZEAPATHNIPO-UHFFFAOYSA-N,CC1=C(C(=O)N2CCCCC2=N1)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F,5073,C23H27FN4O2,4,CIDm00005073,CIDs00005073,risperidone,DB00734,D00426,,5073,DRD2
DIHYDROERGOTAMINE,CHEMBL1732,LUZRJRNZXALNLM-JGRZULCMSA-N,CC1(C(=O)N2C(C(=O)N3CCCC3C2(O1)O)CC4=CC=CC=C4)NC(=O)C5CC6C(CC7=CNC8=CC=CC6=C78)N(C5)C,10531,C33H37N5O5,4,CIDm00003066,CIDs00010531,dihydroergotamine,DB00320,D07837,,10531,DRD2
DUTASTERIDE,CHEMBL1200969,JWJOTENAMICLJG-QWBYCMEYSA-N,CC12CCC3C(C1CCC2C(=O)NC4=C(C=CC(=C4)C(F)(F)F)C(F)(F)F)CCC5C3(C=CC(=O)N5)C,6918296,C27H30F6N2O2,4,CIDm00152945,CIDs06918296,dutasteride,DB01126,D03820,,6918296,SRD5A1; SRD5A2; SRD5A3
SPIRONOLACTONE,CHEMBL1393,LXMSZDCAJNLERA-ZHYRCANASA-N,CC(=O)SC1CC2=CC(=O)CCC2(C3C1C4CCC5(C4(CC3)C)CCC(=O)O5)C,5833,C24H32O4S,4,CIDm00005267,CIDs00005833,spironolactone,DB00421,D00443,,5833,NR3C2
ACARBOSE,CHEMBL404271,XUFXOAAUWZOOIT-UGEKTDRHSA-N,CC1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)O)CO)CO)O)O)NC4C=C(C(C(C4O)O)O)CO,41774,C25H43NO18,4,CIDm00041774,CIDs00041774,acarbose,,D00216,,41774,MGAM
ENTACAPONE,CHEMBL953,JRURYQJSLYLRLN-BJMVGYQFSA-N,CCN(CC)C(=O)C(=CC1=CC(=C(C(=C1)O)O)[N+](=O)[O-])C#N,5281081,C14H15N3O5,4,CIDm04659568,CIDs05281081,entacapone,DB00494,D00781,,5281081,COMT
DIGITOXIN,CHEMBL254219,WDJUZGPOPHTGOT-XUDUSOBPSA-N,CC1C(C(CC(O1)OC2C(OC(CC2O)OC3C(OC(CC3O)OC4CCC5(C(C4)CCC6C5CCC7(C6(CCC7C8=CC(=O)OC8)O)C)C)C)C)O)O,441207,C41H64O13,4,CIDm00003061,CIDs00441207,digitoxin,DB01396,D00297,,441207,ATP1A1; ATP1A2; ATP1A3; ATP1B1; ATP1B2; ATP1B3
ZALCITABINE,CHEMBL853,WREGKURFCTUGRC-POYBYMJQSA-N,C1CC(OC1CO)N2C=CC(=NC2=O)N,24066,C9H13N3O3,4,CIDm00005718,CIDs00024066,zalcitabine,DB00943,D00412,,24066,HIV RT
ACITRETIN,CHEMBL1131,IHUNBGSDBOWDMA-AQFIFDHZSA-N,CC1=CC(=C(C(=C1C=CC(=CC=CC(=CC(=O)O)C)C)C)C)OC,5284513,C21H26O3,4,CIDm00041317,CIDs05284513,acitretin,DB00459,D02754,,5284513,STAT3
ISOPROTERENOL,CHEMBL434,JWZZKOKVBUJMES-UHFFFAOYSA-N,CC(C)NCC(C1=CC(=C(C=C1)O)O)O,3779,C11H17NO3,4,CIDm00003779,CIDs00003779,isoproterenol,DB01064,D08090,,3779,"ADRB1,ADRB2,IL12B"
ARIPIPRAZOLE,CHEMBL1112,CEUORZQYGODEFX-UHFFFAOYSA-N,C1CC(=O)NC2=C1C=CC(=C2)OCCCCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl,60795,C23H27Cl2N3O2,4,CIDm00060795,CIDs00060795,aripiprazole,DB01238,D01164,,60795,DRD2
ETHINYL ESTRADIOL,CHEMBL691,BFPYWIDHMRZLRN-SLHNCBLASA-N,CC12CCC3C(C1CCC2(C#C)O)CCC4=C3C=CC(=C4)O,5991,C20H24O2,4,CIDm00003285,CIDs00005991,ethynylestradiol,DB00977,D00554,,5991,ESR1
EPTIFIBATIDE,CHEMBL1174,CZKPOZZJODAYPZ-LROMGURASA-N,C1CC2C(=O)NC(CSSCCC(=O)NC(C(=O)NCC(=O)NC(C(=O)NC(C(=O)N2C1)CC3=CNC4=CC=CC=C43)CC(=O)O)CCCCN=C(N)N)C(=O)N,448812,C35H49N11O9S2,4,CIDm00123610,CIDs00448812,eptifibatide,,,,448812,ITGA2B; ITGB3
TACRINE,CHEMBL95,YLJREFDVOIBQDA-UHFFFAOYSA-N,C1CCC2=NC3=CC=CC=C3C(=C2C1)N,1935,C13H14N2,4,CIDm00001935,CIDs00001935,tacrine,DB00382,D08555,,1935,ACHE
ZAFIRLUKAST,CHEMBL603,YEEZWCHGZNKEEK-UHFFFAOYSA-N,CC1=CC=CC=C1S(=O)(=O)NC(=O)C2=CC(=C(C=C2)CC3=CN(C4=C3C=C(C=C4)NC(=O)OC5CCCC5)C)OC,5717,C31H33N3O6S,4,CIDm00005717,CIDs00005717,zafirlukast,DB00549,D00411,,5717,CYSLTR1
OLMESARTAN MEDOXOMIL,CHEMBL1200692,UQGKUQLKSCSZGY-UHFFFAOYSA-N,CCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)C(=O)OCC5=C(OC(=O)O5)C)C(C)(C)O,130881,C29H30N6O6,4,CIDm00130881,CIDs00130881,olmesartan medoxomil,,D01204,,130881,AGTR1
DIETHYLCARBAMAZINE,CHEMBL684,RCKMWOKWVGPNJF-UHFFFAOYSA-N,CCN(CC)C(=O)N1CCN(CC1)C,3052,C10H21N3O,4,CIDm00003052,CIDs00003052,diethylcarbamazine,DB00711,D00803,,3052,ALOX5
ENALAPRILAT,CHEMBL577,LZFZMUMEGBBDTC-QEJZJMRPSA-N,CC(C(=O)N1CCCC1C(=O)O)NC(CCC2=CC=CC=C2)C(=O)O,5462501,C18H24N2O5,4,CIDm00443379,CIDs05462501,enalaprilat,DB09477,D03769,,5462501,SLC33A1
TETRABENAZINE,CHEMBL117785,MKJIEFSOBYUXJB-UHFFFAOYSA-N,CC(C)CC1CN2CCC3=CC(=C(C=C3C2CC1=O)OC)OC,6018,C19H27NO3,4,CIDm00006018,CIDs00006018,tetrabenazine,DB04844,D08575,,6018,SLC18A2
LEVAMISOLE,CHEMBL1454,HLFSDGLLUJUHTE-SNVBAGLBSA-N,C1CSC2=NC(CN21)C3=CC=CC=C3,26879,C11H12N2S,4,CIDm00003913,CIDs00026879,levamisole,DB00848,D08114,,26879,ALPL
TOLVAPTAN,CHEMBL344159,GYHCTFXIZSNGJT-UHFFFAOYSA-N,CC1=CC=CC=C1C(=O)NC2=CC(=C(C=C2)C(=O)N3CCCC(C4=C3C=CC(=C4)Cl)O)C,216237,C26H25ClN2O3,4,CIDm00216237,CIDs00216237,tolvaptan,,,,216237,AVPR2
ENDOXIFEN,CHEMBL1093458,MHJBZVSGOZTKRH-IZHYLOQSSA-N,CCC(=C(C1=CC=C(C=C1)O)C2=CC=C(C=C2)OCCNC)C3=CC=CC=C3,10090750,C25H27NO2,1,CIDm00130621,CIDs10090750,endoxifen,,C16547,,10090750,ESR1
CERIVASTATIN,CHEMBL1477,SEERZIQQUAZTOL-ANMDKAQQSA-N,CC(C)C1=C(C(=C(C(=N1)C(C)C)C=CC(CC(CC(=O)O)O)O)C2=CC=C(C=C2)F)COC,446156,C26H34FNO5,4,CIDm00002676,CIDs00446156,Statins,DB00439,D07661,,446156,HMGCR
HYDRALAZINE,CHEMBL276832,RPTUSVTUFVMDQK-UHFFFAOYSA-N,C1=CC=C2C(=C1)C=NN=C2NN,3637,C8H8N4,4,CIDm00003637,CIDs00003637,hydralazine,DB01275,D08044,,3637,AOC3
PREDNISOLONE,CHEMBL131,OIGNJSKKLXVSLS-VWUMJDOOSA-N,CC12CC(C3C(C1CCC2(C(=O)CO)O)CCC4=CC(=O)C=CC34C)O,5755,C21H28O5,4,CIDm00004894,CIDs00005755,prednisolone,DB00860,D00472,,5755,NR3C1
RAMELTEON,CHEMBL1218,YLXDSYKOBKBWJQ-LBPRGKRZSA-N,CCC(=O)NCCC1CCC2=C1C3=C(C=C2)OCC3,208902,C16H21NO2,4,CIDm00208902,CIDs00208902,ramelteon,DB00980,D02689,,208902,"MTNR1A,MTNR1B"
TIAGABINE,CHEMBL1027,PBJUNZJWGZTSKL-MRXNPFEDSA-N,CC1=C(SC=C1)C(=CCCN2CCCC(C2)C(=O)O)C3=C(C=CS3)C,60648,C20H25NO2S2,4,CIDm00005466,CIDs00060648,tiagabine,DB00906,D08588,,60648,SLC6A1
AMOXAPINE,CHEMBL1113,QWGDMFLQWFTERH-UHFFFAOYSA-N,C1CN(CCN1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl,2170,C17H16ClN3O,4,CIDm00002170,CIDs00002170,amoxapine,DB00543,D00228,,2170,SLC6A2
TERAZOSIN,CHEMBL611,VCKUSRYTPJJLNI-UHFFFAOYSA-N,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4CCCO4)N)OC,5401,C19H25N5O4,4,CIDm00005401,CIDs00005401,terazosin,DB01162,D08569,,5401,ADRA1D
IMATINIB,CHEMBL941,KTUFNOKKBVMGRW-UHFFFAOYSA-N,CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5,5291,C29H31N7O,4,CIDm00005291,CIDs00005291,imatinib,DB00619,D01441,,5291,"KIT,BCR-ABL1,MCL1"
GALANTAMINE,CHEMBL659,ASUTZQLVASHGKV-JDFRZJQESA-N,CN1CCC23C=CC(CC2OC4=C(C=CC(=C34)C1)OC)O,9651,C17H21NO3,4,CIDm00003449,CIDs00009651,galantamine,DB00674,D04292,,9651,ACHE
IRINOTECAN,CHEMBL481,UWKQSNNFCGGAFS-XIFFEERXSA-N,CCC1=C2C=C(C=CC2=NC3=C1CN4C3=CC5=C(C4=O)COC(=O)C5(CC)O)OC(=O)N6CCC(CC6)N7CCCCC7,60838,C33H38N4O6,4,CIDm00003750,CIDs00060837,irinotecan,DB00762,D08086,,60838,TOP1
NIZATIDINE,CHEMBL653,SGXXNSQHWDMGGP-IZZDOVSWSA-N,CNC(=C[N+](=O)[O-])NCCSCC1=CSC(=N1)CN(C)C,3033637,C12H21N5O2S2,4,CIDm00004513,CIDs03033637,nizatidine,DB00585,D00440,,3033637,HRH2
TACROLIMUS,CHEMBL269732,QJJXYPPXXYFBGM-LFZNUXCKSA-N,CC1CC(C2C(CC(C(O2)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C(CC(=O)C(C=C(C1)C)CC=C)O)C)C(=CC4CCC(C(C4)OC)O)C)O)C)OC)OC,445643,C44H69NO12,4,CIDm00005372,CIDs00445643,tacrolimus,DB00864,D00107,,445643,PPP3CA
DIPYRIDAMOLE,CHEMBL932,IZEKFCXSFNUWAM-UHFFFAOYSA-N,C1CCN(CC1)C2=NC(=NC3=C2N=C(N=C3N4CCCCC4)N(CCO)CCO)N(CCO)CCO,3108,C24H40N8O4,4,CIDm00003108,CIDs00003108,dipyridamole,DB00975,D00302,,3108,PDE5A
LUBIPROSTONE,CHEMBL1201134,WGFOBBZOWHGYQH-MXHNKVEKSA-N,CCCCC(C1(CCC2C(O1)CC(=O)C2CCCCCCC(=O)O)O)(F)F,157920,C20H32F2O5,4,CIDm00157920,CIDs00157920,lubiprostone,DB01046,D04790,,157920,CLCN2
ATENOLOL,CHEMBL24,METKIMKYRPQLGS-UHFFFAOYSA-N,CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O,2249,C14H22N2O3,4,CIDm00002249,CIDs00002249,atenolol,DB00335,D00235,,2249,ADRB1
TOLAZOLINE,CHEMBL770,JIVZKJJQOZQXQB-UHFFFAOYSA-N,C1CN=C(N1)CC2=CC=CC=C2,5504,C10H12N2,4,CIDm00005504,CIDs00005504,tolazoline,DB00797,D08614,,5504,DRD2
METHYLERGONOVINE,CHEMBL1201356,UNBRKDKAWYKMIV-QWQRMKEZSA-N,CCC(CO)NC(=O)C1CN(C2CC3=CNC4=CC=CC(=C34)C2=C1)C,8226,C20H25N3O2,4,CIDm00004140,CIDs00008226,UTERINE,DB00353,D00680,,8226,DRD1
CYCLOGUANIL,CHEMBL747,QMNFFXRFOJIOKZ-UHFFFAOYSA-N,CC1(N=C(N=C(N1C2=CC=C(C=C2)Cl)N)N)C,9049,C11H14ClN5,4,CIDm00009048,CIDs00009048,cycloguanil,,,,9049,PDF
LUMEFANTRINE,CHEMBL38827,DYLGFOYVTXJFJP-MYYYXRDXSA-N,CCCCN(CCCC)CC(C1=C2C3=C(C=C(C=C3)Cl)C(=CC4=CC=C(C=C4)Cl)C2=CC(=C1)Cl)O,6437380,C30H32Cl3NO,4,CIDm00108031,CIDs06437380,lumefantrine,DB06708,D03821,,6437380,ATP1A1
TRAZODONE,CHEMBL621,PHLBKPHSAVXXEF-UHFFFAOYSA-N,C1CN(CCN1CCCN2C(=O)N3C=CC=CC3=N2)C4=CC(=CC=C4)Cl,5533,C19H22ClN5O,4,CIDm00005533,CIDs00005533,trazodone,DB00656,D08626,,5533,"SLC6A4,HTR1A"
HYDROXYFLUTAMIDE,CHEMBL491,YPQLFJODEKMJEF-UHFFFAOYSA-N,CC(C)(C(=O)NC1=CC(=C(C=C1)[N+](=O)[O-])C(F)(F)F)O,91649,C11H11F3N2O4,2,CIDm00091649,CIDs00091649,hydroxyflutamide,,C14204,,91649,AR
CISATRACURIUM BESYLATE,CHEMBL1200641,XXZSQOVSEBAPGS-DONVQRBFSA-L,C[N+]1(CCC2=CC(=C(C=C2C1CC3=CC(=C(C=C3)OC)OC)OC)OC)CCC(=O)OCCCCCOC(=O)CC[N+]4(CCC5=CC(=C(C=C5C4CC6=CC(=C(C=C6)OC)OC)OC)OC)C.C1=CC=C(C=C1)S(=O)(=O)[O-].C1=CC=C(C=C1)S(=O)(=O)[O-],62886,C65H82N2O18S2,4,CIDm00007371,CIDs00062886,cisatracurium,DB00565,D00759,,62886,CHRNA2
FLUTAMIDE,CHEMBL806,MKXKFYHWDHIYRV-UHFFFAOYSA-N,CC(C)C(=O)NC1=CC(=C(C=C1)[N+](=O)[O-])C(F)(F)F,3397,C11H11F3N2O3,4,CIDm00003397,CIDs00003397,flutamide,DB00499,D00586,,3397,AR
TRIMETHOPRIM,CHEMBL22,IEDVJHCEMCRBQM-UHFFFAOYSA-N,COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N,5578,C14H18N4O3,4,CIDm00005578,CIDs00005578,trimethoprim,DB00440,D00145,,5578,DHFR
LACOSAMIDE,CHEMBL58323,VPPJLAIAVCUEMN-GFCCVEGCSA-N,CC(=O)NC(COC)C(=O)NCC1=CC=CC=C1,219078,C13H18N2O3,4,CIDm00219078,CIDs00219078,lacosamide,DB06218,D07299,,219078,"SCN11A,DPYSL2"
ABACAVIR,CHEMBL1380,MCGSCOLBFJQGHM-SCZZXKLOSA-N,C1CC1NC2=NC(=NC3=C2N=CN3C4CC(C=C4)CO)N,441300,C14H18N6O,4,CIDm00001971,CIDs00441300,abacavir,DB01048,D07057,,441300,HIV RT
RANOLAZINE,CHEMBL1404,XKLMZUWKNUAPSZ-UHFFFAOYSA-N,CC1=C(C(=CC=C1)C)NC(=O)CN2CCN(CC2)CC(COC3=CC=CC=C3OC)O,56959,C24H33N3O4,4,CIDm00056959,CIDs00056959,ranolazine,DB00243,D05700,,56959,PLG
PRAZIQUANTEL,CHEMBL976,FSVJFNAIGNNGKK-UHFFFAOYSA-N,C1CCC(CC1)C(=O)N2CC3C4=CC=CC=C4CCN3C(=O)C2,4891,C19H24N2O2,4,CIDm00004891,CIDs00004891,praziquantel,DB01058,D00471,,4891,HPGDS
LAMOTRIGINE,CHEMBL741,PYZRQGJRPPTADH-UHFFFAOYSA-N,C1=CC(=C(C(=C1)Cl)Cl)C2=C(N=C(N=N2)N)N,3878,C9H7Cl2N5,4,CIDm00003878,CIDs00003878,lamotrigine,DB00555,D00354,,3878,SCN11A
ENOXACIN,CHEMBL826,IDYZIJYBMGIQMJ-UHFFFAOYSA-N,CCN1C=C(C(=O)C2=CC(=C(N=C21)N3CCNCC3)F)C(=O)O,3229,C15H17FN4O3,4,CIDm00003229,CIDs00003229,enoxacin,DB00467,D00310,,3229,TOP2A; TOP2B
MIGLITOL,CHEMBL1561,IBAQFPQHRJAVAV-ULAWRXDQSA-N,C1C(C(C(C(N1CCO)CO)O)O)O,441314,C8H17NO5,4,CIDm00051577,CIDs00441314,miglitol,DB00491,D00625,,441314,MGAM
CARGLUMIC ACID,CHEMBL1201780,LCQLHJZYVOQKHU-VKHMYHEASA-N,C(CC(=O)O)C(C(=O)O)NC(=O)N,121396,C6H10N2O5,4,CIDm00121396,CIDs00121396,N-carbamylglutamate,DB06775,D07130,,121396,CPS1
MECLOFENAMIC ACID,CHEMBL509,SBDNJUWAMKYJOX-UHFFFAOYSA-N,CC1=C(C(=C(C=C1)Cl)NC2=CC=CC=C2C(=O)O)Cl,4037,C14H11Cl2NO2,4,CIDm00004036,CIDs00004036,meclofenamate,DB00939,D02341,,4037,PTGS1; PTGS2
PHENPROCOUMON,CHEMBL1465,DQDAYGNAKTZFIW-UHFFFAOYSA-N,CCC(C1=CC=CC=C1)C2=C(C3=CC=CC=C3OC2=O)O,54680692,C18H16O3,4,CIDm40468198,CIDs54680692,phenprocoumon,DB00946,D05457,,54680692,VKORC1
ISONIAZID,CHEMBL64,QRXWMOHMRWLFEY-UHFFFAOYSA-N,C1=CN=CC=C1C(=O)NN,3767,C6H7N3O,4,CIDm00003767,CIDs00003767,isoniazid,DB00951,D00346,,3767,Bact inhA
AMPRENAVIR,CHEMBL116,YMARZQAQMVYCKC-OEMFJLHTSA-N,CC(C)CN(CC(C(CC1=CC=CC=C1)NC(=O)OC2CCOC2)O)S(=O)(=O)C3=CC=C(C=C3)N,65016,C25H35N3O6S,4,CIDm00002177,CIDs00065016,amprenavir,DB00701,D00894,,65016,HIV PR
THIABENDAZOLE,CHEMBL625,WJCNZQLZVWNLKY-UHFFFAOYSA-N,C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3,5430,C10H7N3S,4,CIDm00005430,CIDs00005430,thiabendazole,DB00730,D00372,,5430,Bact frdA
NITAZOXANIDE,CHEMBL1401,YQNQNVDNTFHQSW-UHFFFAOYSA-N,CC(=O)OC1=CC=CC=C1C(=O)NC2=NC=C(S2)[N+](=O)[O-],41684,C12H9N3O5S,4,CIDm00041684,CIDs00041684,nitazoxanide,DB00507,D02486,,41684,Crypto CpPNO
PROPYLTHIOURACIL,CHEMBL1518,KNAHARQHSZJURB-UHFFFAOYSA-N,CCCC1=CC(=O)NC(=S)N1,657298,C7H10N2OS,4,CIDm00657298,CIDs00657298,propylthiouracil (PTU,DB00550,D00562,,657298,"TPO,DIO1"
RIBAVIRIN 5'-TRIPHOSPHATE,CHEMBL398463,MMJOCKKLRMRSEQ-AFCXAGJDSA-N,C1=NC(=NN1C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)C(=O)N,122108,C8H15N4O14P3,0,CIDm00122108,CIDs00122108,ribavirin triphosphate,,,,122108,HCV NS3
D-CYCLOSERINE,CHEMBL771,DYDCUQKUCUHJBH-UWTATZPHSA-N,C1C(C(=O)NO1)N,6234,C3H6N2O2,4,CIDm00000401,CIDs00006234,cycloserine,DB00260,D00877,,6234,"MycB alr,GRIN1,MycB ddl"
RIBAVIRIN,CHEMBL1643,IWUCXVSUMQZMFG-AFCXAGJDSA-N,C1=NC(=NN1C2C(C(C(O2)CO)O)O)C(=O)N,37542,C8H12N4O5,4,CIDm00005064,CIDs00037542,ribavirin,DB00811,D00423,,37542,IMPDH1
MEPHENYTOIN,CHEMBL861,GMHKMTDVRCWUDX-UHFFFAOYSA-N,CCC1(C(=O)N(C(=O)N1)C)C2=CC=CC=C2,4060,C12H14N2O2,4,CIDm00004060,CIDs00004060,mephenytoin,DB00532,D00375,,4060,SCN5A
TOPIRAMATE,CHEMBL220492,KJADKKWYZYXHBB-XBWDGYHZSA-N,CC1(OC2COC3(C(C2O1)OC(O3)(C)C)COS(=O)(=O)N)C,5284627,C12H21NO8S,4,CIDm00005514,CIDs05284627,topiramate,DB00273,D00537,,5284627,GRIK1
METHYLDOPA,CHEMBL459,CJCSPKMFHVPWAR-JTQLQIEISA-N,CC(CC1=CC(=C(C=C1)O)O)(C(=O)O)N,38853,C10H13NO4,4,CIDm00004138,CIDs00038852,methyldopa,DB00968,D08205,,38853,DRD2
ZILEUTON,CHEMBL93,MWLSOWXNZPKENC-UHFFFAOYSA-N,CC(C1=CC2=CC=CC=C2S1)N(C(=O)N)O,60490,C11H12N2O2S,4,CIDm00060490,CIDs00060490,zileuton,DB00744,D00414,,60490,ALOX5
GABAPENTIN,CHEMBL940,UGJMXCAKCUNAIE-UHFFFAOYSA-N,C1CCC(CC1)(CC(=O)O)CN,3446,C9H17NO2,4,CIDm00003446,CIDs00003446,gabapentin,DB00996,D00332,,3446,GABBR1; GABBR2
