,dname,chembl_id,inchikey,smiles,cid,molecular_formula,clinical_phase,cid_m,cid_s,stitch_name,drugbank_id,kegg_id,target_genes
207,OLMESARTAN MEDOXOMIL,CHEMBL1200692,UQGKUQLKSCSZGY-UHFFFAOYSA-N,CCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)C(=O)OCC5=C(OC(=O)O5)C)C(C)(C)O,130881,C29H30N6O6,4,CIDm00130881,CIDs00130881,olmesartan medoxomil,,D01204,AGTR1
867,VALSARTAN,CHEMBL1069,ACWBQPMHZXGDFX-QFIPXVFZSA-N,CCCCC(=O)N(CC1=CC=C(C=C1)C2=CC=CC=C2C3=NNN=N3)C(C(C)C)C(=O)O,60846,C24H29N5O3,4,CIDm00005650,CIDs00060846,valsartan,DB00177,D00400,AGTR1
474,CANDESARTAN CILEXETIL,CHEMBL1014,GHOSNRCGJFBJIB-UHFFFAOYSA-N,CCOC1=NC2=CC=CC(=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5)C(=O)OC(C)OC(=O)OC6CCCCC6,2540,C33H34N6O6,4,CIDm00002540,CIDs00002540,candesartan cilexetil,DB00796,D00626,"AGTR1,AGTR2"
475,CANDESARTAN,CHEMBL1016,HTQMVQVXFRQIKW-UHFFFAOYSA-N,CCOC1=NC2=CC=CC(=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5)C(=O)O,2541,C24H20N6O3,4,CIDm00002541,CIDs00002541,candesartan,DB13919,D00522,"AGTR1,AGTR2"
537,IRBESARTAN,CHEMBL1513,YOSHYTLCDANDAN-UHFFFAOYSA-N,CCCCC1=NC2(CCCC2)C(=O)N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5,3749,C25H28N6O,4,CIDm00003749,CIDs00003749,irbesartan,DB01029,D00523,"AGTR1,JUN,SLC10A1"
915,TELMISARTAN,CHEMBL1017,RMMXLENWKUUMAY-UHFFFAOYSA-N,CCCC1=NC2=C(C=C(C=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C(=O)O)C5=NC6=CC=CC=C6N5C)C,65999,C33H30N4O2,4,CIDm00065999,CIDs00065999,telmisartan,DB00966,D00627,"AGTR1,PPARG,CYP2C19,CYP2J2,PPARA"
2844,Gbr 12935,CHEMBL26320,RAQPOZGWANIDQT-UHFFFAOYSA-N,C1CN(CCN1CCCC2=CC=CC=C2)CCOC(C3=CC=CC=C3)C4=CC=CC=C4,3456,C28H34N2O,0,CIDm00003456,CIDs00003456,Gbr 12935,,,"AGTR1,SLC6A3"
1331,DIOSMIN,CHEMBL231884,GZSOSUNBTXMUFQ-YFAPSIMESA-N,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=CC(=C4C(=C3)OC(=CC4=O)C5=CC(=C(C=C5)OC)O)O)O)O)O)O)O)O,5281613,C28H32O15,4,CIDm05281613,CIDs05281613,diosmin,DB08995,D07858,AHR
2727,"3,3'-Diindolylmethane",CHEMBL446452,VFTRKSBEFQDZKX-UHFFFAOYSA-N,C1=CC=C2C(=C1)C(=CN2)CC3=CNC4=CC=CC=C43,3071,C17H14N2,1,CIDm00003071,CIDs00003071,"3,3'-diindolyl.",DB11875,,"AHR,AR,CYP1A2,GUSB,IDO1"
534,INDOLE-3-CARBINOL,CHEMBL155625,IVYPNXXAYMYVSP-UHFFFAOYSA-N,C1=CC=C2C(=C1)C(=CN2)CO,3712,C9H9NO,1,CIDm00003712,CIDs00003712,indole-3-carbinol,DB12881,,"AHR,IDO1"
1310,KAEMPFEROL,CHEMBL150,IYRMWMYZSQPJKC-UHFFFAOYSA-N,C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O,5280863,C15H10O6,0,CIDm05280863,CIDs05280863,kaempferol,DB01852,C05903,"AKR1B1,ALOX15B,ALOX5,AR,CYP1B1,ESRRA,ESRRG,GLO1,HSD17B1,JAK3,PTGS1,STAT6,UGT3A1,XDH"
1299,APIGENIN,CHEMBL28,KZNIFHPLKGYRTM-UHFFFAOYSA-N,C1=CC(=CC=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O,5280443,C15H10O5,3,CIDm05280443,CIDs05280443,apigenin,DB07352,C01477,"AKR1B1,AR,CDK6,CFTR,CYP19A1,CYP1A2,CYP1B1,HSD17B1,MAOA,ODC1,XDH"
1300,LUTEOLIN,CHEMBL151,IQPNAANSBPBGFQ-UHFFFAOYSA-N,C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O)O,5280445,C15H10O6,1,CIDm05280445,CIDs05280445,luteolin,,C01514,"AKR1B1,GAA,MAOA,TOP1,XDH"
1192,ISOLIQUIRITIGENIN,CHEMBL129795,DXDRHHKMWQZJHT-FPYGCLRLSA-N,C1=CC(=CC=C1C=CC(=O)C2=C(C=C(C=C2)O)O)O,638278,C15H12O4,0,CIDm00000425,CIDs00638278,isoliquiritigenin,DB03285,C08650,"AKR1B1,HRH2,SIRT1"
1234,SULINDAC,CHEMBL15770,MLKXDPUZXIRXEP-MFOYZWKCSA-N,CC1=C(C2=C(C1=CC3=CC=C(C=C3)S(=O)C)C=CC(=C2)F)CC(=O)O,1548887,C20H17FO3S,4,CIDm00005352,CIDs01548886,sulindac,DB00605,D00120,"AKR1B1,PTGS1,PTGS2,MAPK3,PPARD,PTGDR2"
1309,RUTIN,CHEMBL226335,IKGXIBQEEMLURG-NVPNHPEKSA-N,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)O)O)O)O)O)O)O,5280805,C27H30O16,2,CIDm05280805,CIDs05280805,rutin,DB01698,D08499,"AKR1C3,AKR1B1,F10"
514,FLUFENAMIC ACID,CHEMBL23588,LPEPZBJOKDYZAD-UHFFFAOYSA-N,C1=CC=C(C(=C1)C(=O)O)NC2=CC=CC(=C2)C(F)(F)F,3371,C14H10F3NO2,4,CIDm00003371,CIDs00003371,flufenamic acid,DB02266,D01581,"AKR1C3,AR,PTGS1,PTGS2,ANO1,GJA1,GJA10,GJA3,GJA4,GJA5,GJA8,GJA9,GJB1,GJB2,GJB3,GJB4,GJB5,GJB6,GJB7,GJC1,GJC2,GJC3,GJD2,GJD3,GJD4,GJE1,PANX1,PANX2,PANX3,PKD2L1,TRPC5,TRPM2,TRPM5"
15,MK-2206,CHEMBL1079175,ULDXWLCXEDXJGE-UHFFFAOYSA-N,C1CC(C1)(C2=CC=C(C=C2)C3=C(C=C4C(=N3)C=CN5C4=NNC5=O)C6=CC=CC=C6)N,24964624,C25H21N5O,2,CIDm24964624,CIDs24964624,MK-2206 dihydrochloride,,,"AKT1,AKT2,AKT3"
901,TRICIRIBINE,CHEMBL331237,HOGVTUZUJGHKPL-HTVVRFAVSA-N,CN1C2=NC=NC3=C2C(=CN3C4C(C(C(O4)CO)O)O)C(=N1)N,65399,C13H16N6O4,2,CIDm00065399,CIDs00065399,triciribine,DB12405,,"AKT1,AKT2,AKT3"
2632,A-443654,CHEMBL379300,YWTBGJGMTBHQTM-IBGZPJMESA-N,CC1=C2C=C(C=CC2=NN1)C3=CC(=CN=C3)OCC(CC4=CNC5=CC=CC=C54)N,10172943,C24H23N5O,0,CIDm10172943,CIDs10172943,A-443654,DB08073,,"AKT1,AKT2,AKT3,CDC42BPB,GSK3B,PHKG1,PKIA,PRKACA"
2888,CHEMBL130321,CHEMBL130321,RJVLFQBBRSMWHX-UHFFFAOYSA-N,CN(C(CC1=CC=C(C=C1)OS(=O)(=O)C2=CC=CC3=C2C=CN=C3)C(=O)N4CCN(CC4)C5=CC=CC=C5)S(=O)(=O)C6=CC=CC7=C6C=CN=C7,3838,C38H35N5O6S2,0,CIDm00003838,CIDs00003838,KN-62 compound,,,"AKT1,CAMK2A,CHEK1,LCK,MAPK1,MAPK11,MAPK12,MAPK14,MAPK8,P2RX7,PRKCA,ROCK1,RPS6KB1,SGK1"
1610,AT7867,CHEMBL428462,LZMOSYUFVYJEPY-UHFFFAOYSA-N,C1CNCCC1(C2=CC=C(C=C2)C3=CNN=C3)C4=CC=C(C=C4)Cl,11175137,C20H20ClN3,2,CIDm11175137,CIDs11175137,AT7867,DB07859,,"AKT2,GSK3B,PKIA,PRKACA,ROCK2"
180,DISULFIRAM,CHEMBL964,AUZONCFQVSMFAP-UHFFFAOYSA-N,CCN(CC)C(=S)SSC(=S)N(CC)CC,3117,C10H20N2S4,4,CIDm00003117,CIDs00003117,disulfiram,DB00822,D00131,"ALDH2,ALDH1A2,ALDH5A1,ALDH7A1,CYP2E1,DBH,DNMT1,TRPA1"
1717,TAE684 (NVP-TAE684),CHEMBL509032,QQWUGDVOUVUTOY-UHFFFAOYSA-N,CC(C)S(=O)(=O)C1=CC=CC=C1NC2=NC(=NC=C2Cl)NC3=C(C=C(C=C3)N4CCC(CC4)N5CCN(CC5)C)OC,16038120,C30H40ClN7O3S,0,CIDm16038120,CIDs16038120,NVP-TAE684,,,"ALK,INSR"
55,CRIZOTINIB,CHEMBL601719,KTEIFNKAUNYNJU-GFCCVEGCSA-N,CC(C1=C(C=CC(=C1Cl)F)Cl)OC2=C(N=CC(=C2)C3=CN(N=C3)C4CCNCC4)N,11626560,C21H22Cl2FN5O,4,CIDm11597571,CIDs11626560,crizotinib,DB08865,D09731,"ALK,MET,CYP2B6,CYP3A5,MST1R,ROS1"
289,ZILEUTON,CHEMBL93,MWLSOWXNZPKENC-UHFFFAOYSA-N,CC(C1=CC2=CC=CC=C2S1)N(C(=O)N)O,60490,C11H12N2O2S,4,CIDm00060490,CIDs00060490,zileuton,DB00744,D00414,ALOX5
414,SILYMARIN,CHEMBL1401508,SEBFKMXJBCUCAI-UHFFFAOYSA-N,COC1=C(C=CC(=C1)C2C(OC3=C(O2)C=C(C=C3)C4C(C(=O)C5=C(C=C(C=C5O4)O)O)O)CO)O,5213,C25H22O10,4,CIDm00005213,CIDs00005213,silymarin,,C07610,ALOX5
1211,CAFFEIC ACID,CHEMBL145,QAIPRVGONGVQAS-DUXPYHPUSA-N,C1=CC(=C(C=C1C=CC(=O)O)O)O,689043,C9H8O4,4,CIDm00002518,CIDs00689043,caffeic acid,DB01880,C01481,"ALOX5,MIF,RELA,TNF"
1338,CAFFEIC ACID PHENETHYL ESTER,CHEMBL319244,SWUARLUWKZWEBQ-VQHVLOKHSA-N,C1=CC=C(C=C1)CCOC(=O)C=CC2=CC(=C(C=C2)O)O,5281787,C17H16O4,0,CIDm00108042,CIDs05281787,caffeic acid phenethyl ester,,C10484,"ALOX5,MIF,RELA,TNF"
970,HONOKIOL,CHEMBL16901,FVYXIJYOAGAUQK-UHFFFAOYSA-N,C=CCC1=CC(=C(C=C1)O)C2=CC(=C(C=C2)O)CC=C,72303,C18H18O2,0,CIDm00072303,CIDs00072303,honokiol,,C10630,"ALOX5,PTGS1,PTGS2"
40,AMIFOSTINE,CHEMBL1006,JKOQGQFVAUAYPM-UHFFFAOYSA-N,C(CN)CNCCSP(=O)(O)O,2141,C5H15N2O3PS,4,CIDm00002141,CIDs00002141,amifostine,DB01143,C06819,"ALPPL2,ENPP1"
1710,TOSEDOSTAT (CHR2797),CHEMBL2103847,FWFGIHPGRQZWIW-SQNIBIBYSA-N,CC(C)CC(C(C(=O)NO)O)C(=O)NC(C1=CC=CC=C1)C(=O)OC2CCCC2,15547703,C21H30N2O6,2,CIDm09931166,CIDs15547703,tosedostat,DB11781,D10026,"ANPEP,NPEPPS,LAP3"
8,DEXAMETHASONE,CHEMBL384467,UREBDLICKHMUKA-CXSFZGCWSA-N,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)F)C,5743,C22H29FO5,4,CIDm00003003,CIDs00005743,dexamethasone,DB01234,D00292,"ANXA1,CYP3A4,CYP3A5,NOS2,NR0B1,NR3C1,NR3C2"
644,HYDROCORTISONE,CHEMBL389621,JYGXADMDTFJGBT-VWUMJDOOSA-N,CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4(C(=O)CO)O)C)O,5754,C21H30O5,4,CIDm00003640,CIDs00005754,cortisol,DB00741,D00088,"ANXA1,NOS2,NR3C1,NR3C2"
553,MENADIONE,CHEMBL590,MJVAVZPDRWSRRC-UHFFFAOYSA-N,CC1=CC(=O)C2=CC=CC=C2C1=O,4055,C11H8O2,4,CIDm00004055,CIDs00004055,menadione,DB00170,D02335,"AOX1,BGLAP,F10,F2,F7,F9,GGCX,NQO1,NQO2,PKM,PROC,PROS1,PROZ,VKORC1,VKORC1L1"
1746,BIIB021,CHEMBL467399,QULDDKSCVCJTPV-UHFFFAOYSA-N,CC1=CN=C(C(=C1OC)C)CN2C=NC3=C2N=C(N=C3Cl)N,16736529,C14H15ClN6O,2,CIDm16736529,CIDs16736529,BIIB021,DB12359,,"AOX1,HSP90AA1"
1128,TAXIFOLIN (DIHYDROQUERCETIN),CHEMBL66,CXQWRCVTCMQVQX-LSDHHAIUSA-N,C1=CC(=C(C=C1C2C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,439533,C15H12O7,0,CIDm00000471,CIDs00439533,taxifolin,DB02224,C01617,"APOB,APP,HMGCR"
589,PHLORETIN,CHEMBL45068,VGEREEWJJVICBM-UHFFFAOYSA-N,C1=CC(=CC=C1CCC(=O)C2=C(C=C(C=C2O)O)O)O,4788,C15H14O5,0,CIDm00004788,CIDs00004788,phloretin,DB07810,C00774,"AQP9,CLCN3,SLC23A1"
1506,ANDARINE,CHEMBL125236,YVXVTLGIDOACBJ-SFHVURJKSA-N,CC(=O)NC1=CC=C(C=C1)OCC(C)(C(=O)NC2=CC(=C(C=C2)[N+](=O)[O-])C(F)(F)F)O,9824562,C19H18F3N3O6,0,CIDm09824562,CIDs09824562,Andarine,DB07423,,AR
250,FLUTAMIDE,CHEMBL806,MKXKFYHWDHIYRV-UHFFFAOYSA-N,CC(C)C(=O)NC1=CC(=C(C=C1)[N+](=O)[O-])C(F)(F)F,3397,C11H11F3N2O3,4,CIDm00003397,CIDs00003397,flutamide,DB00499,D00586,"AR,AHR,CYP2C19"
1175,KETOCONAZOLE,CHEMBL75,XMAYWYJOQHXEEK-OZXSUGGESA-N,CC(=O)N1CCN(CC1)C2=CC=C(C=C2)OCC3COC(O3)(CN4C=CN=C4)C5=C(C=C(C=C5)Cl)Cl,456201,C26H28Cl2N4O4,4,CIDm00003823,CIDs00456201,ketoconazole,,,"AR,CYP19A1,CYP21A2,CYP2C19,CYP3A5,CYP3A7,KCNA10"
2823,methyltestosterone,CHEMBL1395,GCKMFJBGXUYNAG-HLXURNFRSA-N,CC12CCC(=O)C=C1CCC3C2CCC4(C3CCC4(C)O)C,6010,C20H30O2,4,CIDm00004160,CIDs00006010,17alpha-methyl.,DB06710,D00408,"AR,CYP19A1,CYP2C19,CYP2C8,CYP3A5"
467,BICALUTAMIDE,CHEMBL409,LKJPYSCBVHEWIU-UHFFFAOYSA-N,CC(CS(=O)(=O)C1=CC=C(C=C1)F)(C(=O)NC2=CC(=C(C=C2)C#N)C(F)(F)F)O,2375,C18H14F4N2O4S,4,CIDm00002375,CIDs00002375,bicalutamide,DB01128,D00961,"AR,CYP2C19"
2726,nilutamide,CHEMBL1274,XWXYUMMDTVBTOU-UHFFFAOYSA-N,CC1(C(=O)N(C(=O)N1)C2=CC(=C(C=C2)[N+](=O)[O-])C(F)(F)F)C,4493,C12H10F3N3O4,4,CIDm00004493,CIDs00004493,nilutamide,DB00665,D00965,"AR,CYP2C19"
1711,ENZALUTAMIDE (MDV3100),CHEMBL1082407,WXCXUHSOUPDCQV-UHFFFAOYSA-N,CC1(C(=O)N(C(=S)N1C2=CC(=C(C=C2)C(=O)NC)F)C3=CC(=C(C=C3)C#N)C(F)(F)F)C,15951529,C21H16F4N4O2S,4,CIDm15951529,CIDs15951529,enzalutamide,DB08899,D10218,"AR,CYP2C19,CYP2C8,CYP3A4"
4043,tibolone,CHEMBL2103774,WZDGZWOAQTVYBX-XOINTXKNSA-N,CC1CC2=C(CCC(=O)C2)C3C1C4CCC(C4(CC3)C)(C#C)O,444008,C21H28O2,4,CIDm00005470,CIDs00444008,tibolone,DB09070,D01639,"AR,ESR1,PGR,STS"
1457,CGK 733,CHEMBL1221601,HLCDNLNLQNYZTK-UHFFFAOYSA-N,C1=CC=C(C=C1)C(C2=CC=CC=C2)C(=O)NC(C(Cl)(Cl)Cl)NC(=S)NC3=CC(=C(C=C3)F)[N+](=O)[O-],6605258,C23H18Cl3FN4O3S,0,CIDm06605258,CIDs06605258,ATM/ATR kinase inhibitor,,,"ATM,ATR"
1295,KU-55933 (ATM KINASE INHIBITOR),CHEMBL222102,XRKYMMUGXMWDAO-UHFFFAOYSA-N,C1COCCN1C2=CC(=O)C=C(O2)C3=C4C(=CC=C3)SC5=CC=CC=C5S4,5278396,C21H17NO3S2,0,CIDm05278396,CIDs05278396,ATM kinase inhibitor,,,"ATM,PRKDC"
248,BRETYLIUM TOSYLATE,CHEMBL1095292,KVWNWTZZBKCOPM-UHFFFAOYSA-M,CC[N+](C)(C)CC1=CC=CC=C1Br.CC1=CC=C(C=C1)S(=O)(=O)[O-],6100,C18H24BrNO3S,4,CIDm00002431,CIDs00002431,bretylium,,D00645,ATP1A1
811,CICLOPIROX ETHANOLAMINE,CHEMBL242580,MBRHNTMUYWQHMR-UHFFFAOYSA-N,CC1=CC(=O)N(C(=C1)C2CCCCC2)O.C(CO)N,38911,C14H24N2O3,4,CIDm00038911,CIDs00038911,ciclopirox olamine,,D01364,ATP1A1
4068,digoxin,CHEMBL1751,LTMHDMANZUZIPE-PUGKRICDSA-N,CC1C(C(CC(O1)OC2C(OC(CC2O)OC3C(OC(CC3O)OC4CCC5(C(C4)CCC6C5CC(C7(C6(CCC7C8=CC(=O)OC8)O)C)O)C)C)C)O)O,2724385,C41H64O14,4,CIDm00003062,CIDs02724385,digoxin,DB00390,D00298,"ATP1A1,ABCB1,RORC,SLCO1B3"
1126,OUABAIN,CHEMBL222863,LPMXVESGRSUGHW-HBYQJFLCSA-N,CC1C(C(C(C(O1)OC2CC(C3(C4C(CCC3(C2)O)C5(CCC(C5(CC4O)C)C6=CC(=O)OC6)O)CO)O)O)O)O,439501,C29H44O12,4,CIDm00004605,CIDs00439501,ouabain,DB01092,D00112,"ATP1A1,ATP1A2,ATP1A3,ATP1A4,ATP1B1,ATP1B2,ATP1B3,ATP1B4,FXYD2"
283,DIAZOXIDE,CHEMBL181,GDLBFKVLRPITMI-UHFFFAOYSA-N,CC1=NS(=O)(=O)C2=C(N1)C=CC(=C2)Cl,3019,C8H7ClN2O2S,4,CIDm00003019,CIDs00003019,diazoxide,DB01119,D00294,"ATP1A1,CA1,CA2,KCNJ11,KCNMA1,SLC12A3"
3939,bepridil,CHEMBL1008,UIEATEWHFDRYRU-UHFFFAOYSA-N,CC(C)COCC(CN(CC1=CC=CC=C1)C2=CC=CC=C2)N3CCCC3,2351,C24H34N2O,4,CIDm00002351,CIDs00002351,bepridil,DB01244,D07520,"ATP1A1,CACNA1A,CACNA1C,CACNA1H,CACNA2D2,CALM1,KCNQ1,KCNQ4,PDE1A,PDE1B,SCN5A,TNNC1"
224,ARTEMETHER,CHEMBL566534,SXYIRMFQILZOAM-HVNFFKDJSA-N,CC1CCC2C(C(OC3C24C1CCC(O3)(OO4)C)OC)C,68911,C16H26O5,4,CIDm00068911,CIDs00068911,artemether,DB06697,D02483,"ATP1A1,CYP2B6,CYP2C19,CYP3A5"
2879,thapsigargin,CHEMBL96926,IXFPJGBNCFXKPI-FSIHEZPISA-N,CCCCCCCC(=O)OC1C2C(=C(C1OC(=O)C(=CC)C)C)C3C(C(CC2(C)OC(=O)C)OC(=O)CCC)(C(C(=O)O3)(C)O)O,446378,C34H50O12,0,CIDm00005428,CIDs00446378,thapsigargin,,C09561,ATP2A1
3119,Calmidazolium,CHEMBL1229168,CTKNMSVWMRRCPW-UHFFFAOYSA-N,C1=CC(=CC=C1C(C2=CC=C(C=C2)Cl)N3C=C[N+](=C3)CC(C4=C(C=C(C=C4)Cl)Cl)OCC5=C(C=C(C=C5)Cl)Cl)Cl,2531,C31H23Cl6N2O+,0,CIDm00002531,CIDs00002531,calmidazolium .,,,"ATP2B1,PDE1A"
579,OMEPRAZOLE,CHEMBL1503,SUBDBMMJDZJVOS-UHFFFAOYSA-N,CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC,4594,C17H19N3O3S,4,CIDm00004594,CIDs00004594,omeprazole,DB00338,D00455,"ATP4A,CLCN2,CYP1A2,CYP2C19"
2561,pantoprazole,CHEMBL1502,IQPSEEYGBUAQFF-UHFFFAOYSA-N,COC1=C(C(=NC=C1)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC(F)F)OC,4679,C16H15F2N3O4S,4,CIDm00004679,CIDs00004679,pantoprazole,DB00213,D05353,"ATP4A,CYP2C19,CYP3A4"
249,LANSOPRAZOLE,CHEMBL480,MJIHNNLFOKEZEW-UHFFFAOYSA-N,CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCC(F)(F)F,3883,C16H14F3N3O2S,4,CIDm00003883,CIDs00003883,lansoprazole,DB00448,D00355,"ATP4A,CYP2C19,CYP3A4,CYP3A5"
3977,Tenatoprazole,CHEMBL1475252,ZBFDAUIVDSSISP-UHFFFAOYSA-N,CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=CC(=N3)OC,636411,C16H18N4O3S,2,CIDm00636411,CIDs00636411,tenatoprazole,,,"ATP4A,IDO1"
3062,trans-Piceatannol,CHEMBL1972346,CDRPUGZCRXZLFL-UHFFFAOYSA-N,C1=CC(=C(C=C1C=CC2=CC(=CC(=C2)O)O)O)O,4813,C14H12O4,0,CIDm00004813,CIDs00004813,piceatannol,,,"ATP5A1,ATP5B,ATP5C1,IRF3,PTGS2,SIRT1,SYK,TYR"
1686,MLN8054,CHEMBL259084,HHFBDROWDBDFBR-UHFFFAOYSA-N,C1C2=CN=C(N=C2C3=C(C=C(C=C3)Cl)C(=N1)C4=C(C=CC=C4F)F)NC5=CC=C(C=C5)C(=O)O,11712649,C25H15ClF2N4O2,1,CIDm11712649,CIDs11712649,MLN8054,DB13061,,AURKA
1546,ZM 447439,CHEMBL202721,OGNYUTNQZVRGMN-UHFFFAOYSA-N,COC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=C(C=C3)NC(=O)C4=CC=CC=C4)OCCCN5CCOCC5,9914412,C29H31N5O4,0,CIDm09914412,CIDs09914412,ZM-447439,,,"AURKA,AURKB"
1418,VX-680,CHEMBL572878,GCIKSSRWRFVXBI-UHFFFAOYSA-N,CC1=CC(=NN1)NC2=NC(=NC(=C2)N3CCN(CC3)C)SC4=CC=C(C=C4)NC(=O)C5CC5,5494449,C23H28N8OS,2,CIDm05494449,CIDs05494449,tozasertib,,D08279,"AURKA,AURKB,ABL1,AURKC,BCR,FLT3,JAK2,DDR2,LCK"
1684,AT9283,,VRXXZJLHPWWXIX-ZCXUNETKSA-N,C1CC1NC(=O)NC2=CNNC2=C3N=C4C=CC(=CC4=N3)CN5CCOCC5,11696609,C19H23N7O2,2,CIDm11496628,CIDs11696609,AT9283,,,"AURKA,AURKB,ABL1,BCR,FLT3,JAK2,JAK3,RPS6KA6,STK17A"
18,MK-5108,CHEMBL3182444,LCVIRAZGMYMNNT-UHFFFAOYSA-N,C1CC(CCC1OC2=C(C(=CC=C2)Cl)F)(CC3=NC(=CC=C3)NC4=NC=CS4)C(=O)O,24748204,C22H21ClFN3O3S,1,CIDm24748204,CIDs24748204,MK-5108,DB12556,,"AURKA,AURKB,AURKC"
1646,DANUSERTIB (PHA-739358),CHEMBL402548,XKFTZKGMDDZMJI-HSZRJFAPSA-N,CN1CCN(CC1)C2=CC=C(C=C2)C(=O)NC3=NNC4=C3CN(C4)C(=O)C(C5=CC=CC=C5)OC,11442891,C26H30N6O3,2,CIDm11442891,CIDs11442891,danusertib,DB11778,,"AURKA,AURKB,AURKC,FGFR1,NTRK1,RET,BCR,SLK"
1719,ENMD-2076,CHEMBL482968,BLQYVHBZHAISJM-CMDGGOBGSA-N,CC1=CC(=NN1)NC2=NC(=NC(=C2)N3CCN(CC3)C)C=CC4=CC=CC=C4,16041424,C21H25N7,2,CIDm16041424,CIDs16041424,ENMD-2076,,,"AURKA,FLT3,KDR,PDGFRA,SRC,CSF1R,EPHA1,FGFR1,FGFR2,FGFR3,FLT4,KIT,PTK2"
2759,Reversine,CHEMBL188343,ZFLJHSQHILSNCM-UHFFFAOYSA-N,C1CCC(CC1)NC2=NC(=NC3=C2NC=N3)NC4=CC=C(C=C4)N5CCOCC5,210332,C21H27N7O,0,CIDm00210332,CIDs00210332,reversine,DB07340,,"AURKB,ADORA3,AURKA,INCENP,MAP2K1"
1716,BARASERTIB (AZD1152-HQPA),CHEMBL215152,QYZOGCMHVIGURT-UHFFFAOYSA-N,CCN(CCCOC1=CC2=C(C=C1)C(=NC=N2)NC3=NNC(=C3)CC(=O)NC4=CC(=CC=C4)F)CCO,16007391,C26H30FN7O3,2,CIDm16007391,CIDs16007391,AZD1152-HQPA,,,"AURKB,AURKC"
1245,APOPTOSIS ACTIVATOR 2,CHEMBL375126,KGRJPLRFGLMQMV-UHFFFAOYSA-N,C1=CC=C2C(=C1)C(=O)C(=O)N2CC3=CC(=C(C=C3)Cl)Cl,1901244,C15H9Cl2NO2,0,CIDm01901244,CIDs01901244,apoptosis activator 2,,,"BCHE,CES1"
526,HA14-1,CHEMBL288542,SXJDCULZDFWMJC-UHFFFAOYSA-N,CCOC(=O)C1=C(OC2=C(C1C(C#N)C(=O)OCC)C=C(C=C2)Br)N,3549,C17H17BrN2O5,0,CIDm00003549,CIDs00003549,HA14-1,,,BCL2
551,EDARAVONE,CHEMBL290916,QELUYTUMUWHWMC-UHFFFAOYSA-N,CC1=NN(C(=O)C1)C2=CC=CC=C2,4021,C10H10N2O,4,CIDm00004021,CIDs00004021,edaravone,DB12243,D01552,BCL2
1619,ABT-737,CHEMBL376408,HPLNQCPCUACXLM-PGUFJCEWSA-N,CN(C)CCC(CSC1=CC=CC=C1)NC2=C(C=C(C=C2)S(=O)(=O)NC(=O)C3=CC=C(C=C3)N4CCN(CC4)CC5=CC=CC=C5C6=CC=C(C=C6)Cl)[N+](=O)[O-],11228183,C42H45ClN6O5S2,0,CIDm11228183,CIDs11228183,ABT-737,,,"BCL2,BCL2L1,BCL2L2"
1649,TW-37,CHEMBL217354,PQAPVTKIEGUPRN-UHFFFAOYSA-N,CC(C)C1=CC=CC=C1CC2=C(C(=C(C(=C2)C(=O)NC3=CC=C(C=C3)S(=O)(=O)C4=CC=CC=C4C(C)(C)C)O)O)O,11455910,C33H35NO6S,0,CIDm11455910,CIDs11455910,TW-37,,,"BCL2,BCL2L1,MCL1"
413,AT101,CHEMBL1516388,NIOHNDKHQHVLKA-UHFFFAOYSA-N,CC1=C(C(=C2C(=C1)C(=C(C(=C2C=O)O)O)C(C)C)O)C3=C(C=C4C(=C3O)C(=C(C(=C4C(C)C)O)O)C=O)C.CC(=O)O,227456,C32H34O10,2,CIDm00003503,CIDs00003503,gossypol,,,"BCL2,BCL2L1,MCL1,BCL2L2,CTGF,EGF"
3014,beta-Narcotine,CHEMBL1403892,AKNNEGZIBPJZJG-QZTJIDSGSA-N,CN1CCC2=CC3=C(C(=C2C1C4C5=C(C(=C(C=C5)OC)OC)C(=O)O4)OC)OCO3,31411,C22H23NO7,0,CIDm00004544,CIDs00031411,noscapine,,,"BDKRB2,SIGMAR1"
