Gene,uniprot_protein_acc_id,drugbank_id,drug_name,drug_action_type,drug_status,drug_status2
IGF1R,P08069,DB00047,Insulin glargine,,Biotech,Approved
COL1A1,P02452,DB00048,Collagenase clostridium histolyticum,,Biotech,Approved|Investigational
COL2A1,P02458,DB00048,Collagenase clostridium histolyticum,,Biotech,Approved|Investigational
COL3A1,P02461,DB00048,Collagenase clostridium histolyticum,,Biotech,Approved|Investigational
COL1A2,P08123,DB00048,Collagenase clostridium histolyticum,,Biotech,Approved|Investigational
GNRHR,P30968,DB00050,Cetrorelix,Antagonist,Small molecule,Approved|Investigational
GRHR,P30968,DB00050,Cetrorelix,Antagonist,Small molecule,Approved|Investigational
LHCGR,P22888,DB00050,Cetrorelix,,Small molecule,Approved|Investigational
LCGR,P22888,DB00050,Cetrorelix,,Small molecule,Approved|Investigational
LGR2,P22888,DB00050,Cetrorelix,,Small molecule,Approved|Investigational
LHRHR,P22888,DB00050,Cetrorelix,,Small molecule,Approved|Investigational
TNF,P01375,DB00051,Adalimumab,Antibody,Biotech,Approved
TNFA,P01375,DB00051,Adalimumab,Antibody,Biotech,Approved
TNFSF2,P01375,DB00051,Adalimumab,Antibody,Biotech,Approved
GHR,P10912,DB00052,Somatotropin,Binder,Biotech,Approved|Investigational
PRLR,P16471,DB00052,Somatotropin,,Biotech,Approved|Investigational
ITGB3,P05106,DB00054,Abciximab,Antagonist,Biotech,Approved
GP3A,P05106,DB00054,Abciximab,Antagonist,Biotech,Approved
ITGA2B,P08514,DB00054,Abciximab,Antagonist,Biotech,Approved
GP2B,P08514,DB00054,Abciximab,Antagonist,Biotech,Approved
ITGAB,P08514,DB00054,Abciximab,Antagonist,Biotech,Approved
FCGR3B,O75015,DB00054,Abciximab,,Biotech,Approved
CD16B,O75015,DB00054,Abciximab,,Biotech,Approved
FCG3,O75015,DB00054,Abciximab,,Biotech,Approved
FCGR3,O75015,DB00054,Abciximab,,Biotech,Approved
IGFR3,O75015,DB00054,Abciximab,,Biotech,Approved
C1R,P00736,DB00054,Abciximab,,Biotech,Approved
C1QA,P02745,DB00054,Abciximab,,Biotech,Approved
C1QB,P02746,DB00054,Abciximab,,Biotech,Approved
C1QC,P02747,DB00054,Abciximab,,Biotech,Approved
C1QG,P02747,DB00054,Abciximab,,Biotech,Approved
FCGR3A,P08637,DB00054,Abciximab,,Biotech,Approved
CD16A,P08637,DB00054,Abciximab,,Biotech,Approved
FCG3,P08637,DB00054,Abciximab,,Biotech,Approved
FCGR3,P08637,DB00054,Abciximab,,Biotech,Approved
IGFR3,P08637,DB00054,Abciximab,,Biotech,Approved
C1S,P09871,DB00054,Abciximab,,Biotech,Approved
FCGR1A,P12314,DB00054,Abciximab,,Biotech,Approved
FCG1,P12314,DB00054,Abciximab,,Biotech,Approved
FCGR1,P12314,DB00054,Abciximab,,Biotech,Approved
IGFR1,P12314,DB00054,Abciximab,,Biotech,Approved
FCGR2A,P12318,DB00054,Abciximab,,Biotech,Approved
CD32,P12318,DB00054,Abciximab,,Biotech,Approved
FCG2,P12318,DB00054,Abciximab,,Biotech,Approved
FCGR2A1,P12318,DB00054,Abciximab,,Biotech,Approved
IGFR2,P12318,DB00054,Abciximab,,Biotech,Approved
FCGR2B,P31994,DB00054,Abciximab,,Biotech,Approved
CD32,P31994,DB00054,Abciximab,,Biotech,Approved
FCG2,P31994,DB00054,Abciximab,,Biotech,Approved
IGFR2,P31994,DB00054,Abciximab,,Biotech,Approved
FCGR2C,P31995,DB00054,Abciximab,,Biotech,Approved
CD32,P31995,DB00054,Abciximab,,Biotech,Approved
FCG2,P31995,DB00054,Abciximab,,Biotech,Approved
IGFR2,P31995,DB00054,Abciximab,,Biotech,Approved
VTN,P04004,DB00054,Abciximab,,Biotech,Approved
F8,P00451,DB00055,Drotrecogin alfa,Multitarget,Biotech,Approved|Investigational|Withdrawn
F8C,P00451,DB00055,Drotrecogin alfa,Multitarget,Biotech,Approved|Investigational|Withdrawn
F5,P12259,DB00055,Drotrecogin alfa,Multitarget,Biotech,Approved|Investigational|Withdrawn
SERPINE1,P05121,DB00055,Drotrecogin alfa,,Biotech,Approved|Investigational|Withdrawn
PAI1,P05121,DB00055,Drotrecogin alfa,,Biotech,Approved|Investigational|Withdrawn
PLANH1,P05121,DB00055,Drotrecogin alfa,,Biotech,Approved|Investigational|Withdrawn
THBD,P07204,DB00055,Drotrecogin alfa,,Biotech,Approved|Investigational|Withdrawn
THRM,P07204,DB00055,Drotrecogin alfa,,Biotech,Approved|Investigational|Withdrawn
PROS1,P07225,DB00055,Drotrecogin alfa,,Biotech,Approved|Investigational|Withdrawn
PROS,P07225,DB00055,Drotrecogin alfa,,Biotech,Approved|Investigational|Withdrawn
CP,P00450,DB00055,Drotrecogin alfa,,Biotech,Approved|Investigational|Withdrawn
F2,P00734,DB00055,Drotrecogin alfa,,Biotech,Approved|Investigational|Withdrawn
PF4,P02776,DB00055,Drotrecogin alfa,,Biotech,Approved|Investigational|Withdrawn
CXCL4,P02776,DB00055,Drotrecogin alfa,,Biotech,Approved|Investigational|Withdrawn
SCYB4,P02776,DB00055,Drotrecogin alfa,,Biotech,Approved|Investigational|Withdrawn
SERPINA5,P05154,DB00055,Drotrecogin alfa,,Biotech,Approved|Investigational|Withdrawn
PCI,P05154,DB00055,Drotrecogin alfa,,Biotech,Approved|Investigational|Withdrawn
PLANH3,P05154,DB00055,Drotrecogin alfa,,Biotech,Approved|Investigational|Withdrawn
PROCI,P05154,DB00055,Drotrecogin alfa,,Biotech,Approved|Investigational|Withdrawn
SERPINB6,P35237,DB00055,Drotrecogin alfa,,Biotech,Approved|Investigational|Withdrawn
PI6,P35237,DB00055,Drotrecogin alfa,,Biotech,Approved|Investigational|Withdrawn
PTI,P35237,DB00055,Drotrecogin alfa,,Biotech,Approved|Investigational|Withdrawn
GGCX,P38435,DB00055,Drotrecogin alfa,,Biotech,Approved|Investigational|Withdrawn
GC,P38435,DB00055,Drotrecogin alfa,,Biotech,Approved|Investigational|Withdrawn
PROCR,Q9UNN8,DB00055,Drotrecogin alfa,,Biotech,Approved|Investigational|Withdrawn
EPCR,Q9UNN8,DB00055,Drotrecogin alfa,,Biotech,Approved|Investigational|Withdrawn
CD33,P20138,DB00056,Gemtuzumab ozogamicin,Antibody,Biotech,Approved|Investigational
SIGLEC3,P20138,DB00056,Gemtuzumab ozogamicin,Antibody,Biotech,Approved|Investigational
FCGR3B,O75015,DB00056,Gemtuzumab ozogamicin,,Biotech,Approved|Investigational
CD16B,O75015,DB00056,Gemtuzumab ozogamicin,,Biotech,Approved|Investigational
FCG3,O75015,DB00056,Gemtuzumab ozogamicin,,Biotech,Approved|Investigational
FCGR3,O75015,DB00056,Gemtuzumab ozogamicin,,Biotech,Approved|Investigational
IGFR3,O75015,DB00056,Gemtuzumab ozogamicin,,Biotech,Approved|Investigational
C1R,P00736,DB00056,Gemtuzumab ozogamicin,,Biotech,Approved|Investigational
C1QA,P02745,DB00056,Gemtuzumab ozogamicin,,Biotech,Approved|Investigational
C1QB,P02746,DB00056,Gemtuzumab ozogamicin,,Biotech,Approved|Investigational
C1QC,P02747,DB00056,Gemtuzumab ozogamicin,,Biotech,Approved|Investigational
C1QG,P02747,DB00056,Gemtuzumab ozogamicin,,Biotech,Approved|Investigational
FCGR3A,P08637,DB00056,Gemtuzumab ozogamicin,,Biotech,Approved|Investigational
CD16A,P08637,DB00056,Gemtuzumab ozogamicin,,Biotech,Approved|Investigational
FCG3,P08637,DB00056,Gemtuzumab ozogamicin,,Biotech,Approved|Investigational
FCGR3,P08637,DB00056,Gemtuzumab ozogamicin,,Biotech,Approved|Investigational
IGFR3,P08637,DB00056,Gemtuzumab ozogamicin,,Biotech,Approved|Investigational
C1S,P09871,DB00056,Gemtuzumab ozogamicin,,Biotech,Approved|Investigational
FCGR1A,P12314,DB00056,Gemtuzumab ozogamicin,,Biotech,Approved|Investigational
FCG1,P12314,DB00056,Gemtuzumab ozogamicin,,Biotech,Approved|Investigational
FCGR1,P12314,DB00056,Gemtuzumab ozogamicin,,Biotech,Approved|Investigational
IGFR1,P12314,DB00056,Gemtuzumab ozogamicin,,Biotech,Approved|Investigational
FCGR2A,P12318,DB00056,Gemtuzumab ozogamicin,,Biotech,Approved|Investigational
CD32,P12318,DB00056,Gemtuzumab ozogamicin,,Biotech,Approved|Investigational
FCG2,P12318,DB00056,Gemtuzumab ozogamicin,,Biotech,Approved|Investigational
FCGR2A1,P12318,DB00056,Gemtuzumab ozogamicin,,Biotech,Approved|Investigational
IGFR2,P12318,DB00056,Gemtuzumab ozogamicin,,Biotech,Approved|Investigational
FCGR2B,P31994,DB00056,Gemtuzumab ozogamicin,,Biotech,Approved|Investigational
CD32,P31994,DB00056,Gemtuzumab ozogamicin,,Biotech,Approved|Investigational
FCG2,P31994,DB00056,Gemtuzumab ozogamicin,,Biotech,Approved|Investigational
IGFR2,P31994,DB00056,Gemtuzumab ozogamicin,,Biotech,Approved|Investigational
FCGR2C,P31995,DB00056,Gemtuzumab ozogamicin,,Biotech,Approved|Investigational
CD32,P31995,DB00056,Gemtuzumab ozogamicin,,Biotech,Approved|Investigational
FCG2,P31995,DB00056,Gemtuzumab ozogamicin,,Biotech,Approved|Investigational
IGFR2,P31995,DB00056,Gemtuzumab ozogamicin,,Biotech,Approved|Investigational
ELANE,P08246,DB00058,Alpha-1-proteinase inhibitor,Inhibitor,Biotech,Approved
ELA2,P08246,DB00058,Alpha-1-proteinase inhibitor,Inhibitor,Biotech,Approved
IFNAR1,P17181,DB00060,Interferon beta-1a,Agonist,Biotech,Approved|Investigational
IFNAR,P17181,DB00060,Interferon beta-1a,Agonist,Biotech,Approved|Investigational
IFNAR2,P48551,DB00060,Interferon beta-1a,,Biotech,Approved|Investigational
IFNABR,P48551,DB00060,Interferon beta-1a,,Biotech,Approved|Investigational
IFNARB,P48551,DB00060,Interferon beta-1a,,Biotech,Approved|Investigational
GRB2,P62993,DB00061,Pegademase,Binder,Biotech,Approved
ASH,P62993,DB00061,Pegademase,Binder,Biotech,Approved
ITGB3,P05106,DB00063,Eptifibatide,,Biotech,Approved|Investigational
GP3A,P05106,DB00063,Eptifibatide,,Biotech,Approved|Investigational
TNF,P01375,DB00065,Infliximab,Inhibitor,Biotech,Approved
TNFA,P01375,DB00065,Infliximab,Inhibitor,Biotech,Approved
TNFSF2,P01375,DB00065,Infliximab,Inhibitor,Biotech,Approved
FSHR,P23945,DB00066,Follitropin,Agonist,Biotech,Approved
LGR1,P23945,DB00066,Follitropin,Agonist,Biotech,Approved
AVPR2,P30518,DB00067,Vasopressin,Agonist,Small molecule,Approved
ADHR,P30518,DB00067,Vasopressin,Agonist,Small molecule,Approved
DIR,P30518,DB00067,Vasopressin,Agonist,Small molecule,Approved
DIR3,P30518,DB00067,Vasopressin,Agonist,Small molecule,Approved
V2R,P30518,DB00067,Vasopressin,Agonist,Small molecule,Approved
AVPR1A,P37288,DB00067,Vasopressin,,Small molecule,Approved
AVPR1,P37288,DB00067,Vasopressin,,Small molecule,Approved
AVPR1B,P47901,DB00067,Vasopressin,,Small molecule,Approved
AVPR3,P47901,DB00067,Vasopressin,,Small molecule,Approved
VPR3,P47901,DB00067,Vasopressin,,Small molecule,Approved
IFNAR1,P17181,DB00068,Interferon beta-1b,Agonist,Biotech,Approved
IFNAR,P17181,DB00068,Interferon beta-1b,Agonist,Biotech,Approved
IFNAR2,P48551,DB00068,Interferon beta-1b,Agonist,Biotech,Approved
IFNABR,P48551,DB00068,Interferon beta-1b,Agonist,Biotech,Approved
IFNARB,P48551,DB00068,Interferon beta-1b,Agonist,Biotech,Approved
IFNAR1,P17181,DB00069,Interferon alfacon-1,Binder,Biotech,Approved|Investigational
IFNAR,P17181,DB00069,Interferon alfacon-1,Binder,Biotech,Approved|Investigational
IFNAR2,P48551,DB00069,Interferon alfacon-1,Binder,Biotech,Approved|Investigational
IFNABR,P48551,DB00069,Interferon alfacon-1,Binder,Biotech,Approved|Investigational
IFNARB,P48551,DB00069,Interferon alfacon-1,Binder,Biotech,Approved|Investigational
TGFB1,P01137,DB00070,Hyaluronidase (ovine),Inhibitor,Biotech,Approved|Investigational
TGFB,P01137,DB00070,Hyaluronidase (ovine),Inhibitor,Biotech,Approved|Investigational
INSR,P06213,DB00071,Insulin Pork,Binder,Biotech,Approved
IGF1R,P08069,DB00071,Insulin Pork,,Biotech,Approved
IDE,P14735,DB00071,Insulin Pork,,Biotech,Approved
HLA-DQA2,P01906,DB00071,Insulin Pork,,Biotech,Approved
HLA-DXA,P01906,DB00071,Insulin Pork,,Biotech,Approved
HLA-DQB1,P01920,DB00071,Insulin Pork,,Biotech,Approved
HLA-DQB,P01920,DB00071,Insulin Pork,,Biotech,Approved
RB1,P06400,DB00071,Insulin Pork,,Biotech,Approved
CTSD,P07339,DB00071,Insulin Pork,,Biotech,Approved
CPSD,P07339,DB00071,Insulin Pork,,Biotech,Approved
CPE,P16870,DB00071,Insulin Pork,,Biotech,Approved
PCSK2,P16519,DB00071,Insulin Pork,,Biotech,Approved
NEC2,P16519,DB00071,Insulin Pork,,Biotech,Approved
PCSK1,P29120,DB00071,Insulin Pork,,Biotech,Approved
NEC1,P29120,DB00071,Insulin Pork,,Biotech,Approved
CCN3,P48745,DB00071,Insulin Pork,,Biotech,Approved
IGFBP9,P48745,DB00071,Insulin Pork,,Biotech,Approved
NOV,P48745,DB00071,Insulin Pork,,Biotech,Approved
NOVH,P48745,DB00071,Insulin Pork,,Biotech,Approved
LRP2,P98164,DB00071,Insulin Pork,,Biotech,Approved
IGFBP7,Q16270,DB00071,Insulin Pork,,Biotech,Approved
MAC25,Q16270,DB00071,Insulin Pork,,Biotech,Approved
PSF,Q16270,DB00071,Insulin Pork,,Biotech,Approved
SYTL4,Q96C24,DB00071,Insulin Pork,,Biotech,Approved
ERBB2,P04626,DB00072,Trastuzumab,Antibody,Biotech,Approved|Investigational
HER2,P04626,DB00072,Trastuzumab,Antibody,Biotech,Approved|Investigational
MLN19,P04626,DB00072,Trastuzumab,Antibody,Biotech,Approved|Investigational
NEU,P04626,DB00072,Trastuzumab,Antibody,Biotech,Approved|Investigational
NGL,P04626,DB00072,Trastuzumab,Antibody,Biotech,Approved|Investigational
EGFR,P00533,DB00072,Trastuzumab,,Biotech,Approved|Investigational
ERBB,P00533,DB00072,Trastuzumab,,Biotech,Approved|Investigational
ERBB1,P00533,DB00072,Trastuzumab,,Biotech,Approved|Investigational
HER1,P00533,DB00072,Trastuzumab,,Biotech,Approved|Investigational
C1R,P00736,DB00072,Trastuzumab,,Biotech,Approved|Investigational
C1QA,P02745,DB00072,Trastuzumab,,Biotech,Approved|Investigational
C1QB,P02746,DB00072,Trastuzumab,,Biotech,Approved|Investigational
C1QC,P02747,DB00072,Trastuzumab,,Biotech,Approved|Investigational
C1QG,P02747,DB00072,Trastuzumab,,Biotech,Approved|Investigational
C1S,P09871,DB00072,Trastuzumab,,Biotech,Approved|Investigational
FCGR1A,P12314,DB00072,Trastuzumab,,Biotech,Approved|Investigational
FCG1,P12314,DB00072,Trastuzumab,,Biotech,Approved|Investigational
FCGR1,P12314,DB00072,Trastuzumab,,Biotech,Approved|Investigational
IGFR1,P12314,DB00072,Trastuzumab,,Biotech,Approved|Investigational
FCGR2A,P12318,DB00072,Trastuzumab,,Biotech,Approved|Investigational
CD32,P12318,DB00072,Trastuzumab,,Biotech,Approved|Investigational
FCG2,P12318,DB00072,Trastuzumab,,Biotech,Approved|Investigational
FCGR2A1,P12318,DB00072,Trastuzumab,,Biotech,Approved|Investigational
IGFR2,P12318,DB00072,Trastuzumab,,Biotech,Approved|Investigational
FCGR2B,P31994,DB00072,Trastuzumab,,Biotech,Approved|Investigational
CD32,P31994,DB00072,Trastuzumab,,Biotech,Approved|Investigational
FCG2,P31994,DB00072,Trastuzumab,,Biotech,Approved|Investigational
IGFR2,P31994,DB00072,Trastuzumab,,Biotech,Approved|Investigational
FCGR2C,P31995,DB00072,Trastuzumab,,Biotech,Approved|Investigational
CD32,P31995,DB00072,Trastuzumab,,Biotech,Approved|Investigational
FCG2,P31995,DB00072,Trastuzumab,,Biotech,Approved|Investigational
IGFR2,P31995,DB00072,Trastuzumab,,Biotech,Approved|Investigational
FCGR3B,O75015,DB00072,Trastuzumab,,Biotech,Approved|Investigational
CD16B,O75015,DB00072,Trastuzumab,,Biotech,Approved|Investigational
FCG3,O75015,DB00072,Trastuzumab,,Biotech,Approved|Investigational
FCGR3,O75015,DB00072,Trastuzumab,,Biotech,Approved|Investigational
IGFR3,O75015,DB00072,Trastuzumab,,Biotech,Approved|Investigational
FCGR3A,P08637,DB00072,Trastuzumab,,Biotech,Approved|Investigational
CD16A,P08637,DB00072,Trastuzumab,,Biotech,Approved|Investigational
FCG3,P08637,DB00072,Trastuzumab,,Biotech,Approved|Investigational
FCGR3,P08637,DB00072,Trastuzumab,,Biotech,Approved|Investigational
IGFR3,P08637,DB00072,Trastuzumab,,Biotech,Approved|Investigational
MS4A1,P11836,DB00073,Rituximab,Antibody,Biotech,Approved
CD20,P11836,DB00073,Rituximab,Antibody,Biotech,Approved
IL2RA,P01589,DB00074,Basiliximab,Antibody,Biotech,Approved|Investigational
IL2RB,P14784,DB00074,Basiliximab,Antibody,Biotech,Approved|Investigational
IL15RB,P14784,DB00074,Basiliximab,Antibody,Biotech,Approved|Investigational
FCGR1A,P12314,DB00074,Basiliximab,,Biotech,Approved|Investigational
FCG1,P12314,DB00074,Basiliximab,,Biotech,Approved|Investigational
FCGR1,P12314,DB00074,Basiliximab,,Biotech,Approved|Investigational
IGFR1,P12314,DB00074,Basiliximab,,Biotech,Approved|Investigational
FCGR3A,P08637,DB00074,Basiliximab,,Biotech,Approved|Investigational
CD16A,P08637,DB00074,Basiliximab,,Biotech,Approved|Investigational
FCG3,P08637,DB00074,Basiliximab,,Biotech,Approved|Investigational
FCGR3,P08637,DB00074,Basiliximab,,Biotech,Approved|Investigational
IGFR3,P08637,DB00074,Basiliximab,,Biotech,Approved|Investigational
FCGR2A,P12318,DB00074,Basiliximab,,Biotech,Approved|Investigational
CD32,P12318,DB00074,Basiliximab,,Biotech,Approved|Investigational
FCG2,P12318,DB00074,Basiliximab,,Biotech,Approved|Investigational
FCGR2A1,P12318,DB00074,Basiliximab,,Biotech,Approved|Investigational
IGFR2,P12318,DB00074,Basiliximab,,Biotech,Approved|Investigational
FCGR2B,P31994,DB00074,Basiliximab,,Biotech,Approved|Investigational
CD32,P31994,DB00074,Basiliximab,,Biotech,Approved|Investigational
FCG2,P31994,DB00074,Basiliximab,,Biotech,Approved|Investigational
IGFR2,P31994,DB00074,Basiliximab,,Biotech,Approved|Investigational
FCGR2C,P31995,DB00074,Basiliximab,,Biotech,Approved|Investigational
CD32,P31995,DB00074,Basiliximab,,Biotech,Approved|Investigational
FCG2,P31995,DB00074,Basiliximab,,Biotech,Approved|Investigational
IGFR2,P31995,DB00074,Basiliximab,,Biotech,Approved|Investigational
FCGR3B,O75015,DB00074,Basiliximab,,Biotech,Approved|Investigational
CD16B,O75015,DB00074,Basiliximab,,Biotech,Approved|Investigational
FCG3,O75015,DB00074,Basiliximab,,Biotech,Approved|Investigational
FCGR3,O75015,DB00074,Basiliximab,,Biotech,Approved|Investigational
IGFR3,O75015,DB00074,Basiliximab,,Biotech,Approved|Investigational
C1S,P09871,DB00074,Basiliximab,,Biotech,Approved|Investigational
C1R,P00736,DB00074,Basiliximab,,Biotech,Approved|Investigational
C1QA,P02745,DB00074,Basiliximab,,Biotech,Approved|Investigational
C1QB,P02746,DB00074,Basiliximab,,Biotech,Approved|Investigational
C1QC,P02747,DB00074,Basiliximab,,Biotech,Approved|Investigational
C1QG,P02747,DB00074,Basiliximab,,Biotech,Approved|Investigational
CD3D,P04234,DB00075,Muromonab,,Biotech,Approved|Investigational
T3D,P04234,DB00075,Muromonab,,Biotech,Approved|Investigational
CD3E,P07766,DB00075,Muromonab,Binder,Biotech,Approved|Investigational
T3E,P07766,DB00075,Muromonab,Binder,Biotech,Approved|Investigational
CD3G,P09693,DB00075,Muromonab,,Biotech,Approved|Investigational
T3G,P09693,DB00075,Muromonab,,Biotech,Approved|Investigational
CD247,P20963,DB00075,Muromonab,,Biotech,Approved|Investigational
CD3Z,P20963,DB00075,Muromonab,,Biotech,Approved|Investigational
T3Z,P20963,DB00075,Muromonab,,Biotech,Approved|Investigational
TCRZ,P20963,DB00075,Muromonab,,Biotech,Approved|Investigational
FCGR3B,O75015,DB00075,Muromonab,,Biotech,Approved|Investigational
CD16B,O75015,DB00075,Muromonab,,Biotech,Approved|Investigational
FCG3,O75015,DB00075,Muromonab,,Biotech,Approved|Investigational
FCGR3,O75015,DB00075,Muromonab,,Biotech,Approved|Investigational
IGFR3,O75015,DB00075,Muromonab,,Biotech,Approved|Investigational
C1R,P00736,DB00075,Muromonab,,Biotech,Approved|Investigational
C1QA,P02745,DB00075,Muromonab,,Biotech,Approved|Investigational
C1QB,P02746,DB00075,Muromonab,,Biotech,Approved|Investigational
C1QC,P02747,DB00075,Muromonab,,Biotech,Approved|Investigational
C1QG,P02747,DB00075,Muromonab,,Biotech,Approved|Investigational
FCGR3A,P08637,DB00075,Muromonab,,Biotech,Approved|Investigational
CD16A,P08637,DB00075,Muromonab,,Biotech,Approved|Investigational
FCG3,P08637,DB00075,Muromonab,,Biotech,Approved|Investigational
FCGR3,P08637,DB00075,Muromonab,,Biotech,Approved|Investigational
IGFR3,P08637,DB00075,Muromonab,,Biotech,Approved|Investigational
C1S,P09871,DB00075,Muromonab,,Biotech,Approved|Investigational
FCGR1A,P12314,DB00075,Muromonab,,Biotech,Approved|Investigational
FCG1,P12314,DB00075,Muromonab,,Biotech,Approved|Investigational
FCGR1,P12314,DB00075,Muromonab,,Biotech,Approved|Investigational
IGFR1,P12314,DB00075,Muromonab,,Biotech,Approved|Investigational
FCGR2A,P12318,DB00075,Muromonab,,Biotech,Approved|Investigational
CD32,P12318,DB00075,Muromonab,,Biotech,Approved|Investigational
FCG2,P12318,DB00075,Muromonab,,Biotech,Approved|Investigational
FCGR2A1,P12318,DB00075,Muromonab,,Biotech,Approved|Investigational
IGFR2,P12318,DB00075,Muromonab,,Biotech,Approved|Investigational
FCGR2B,P31994,DB00075,Muromonab,,Biotech,Approved|Investigational
CD32,P31994,DB00075,Muromonab,,Biotech,Approved|Investigational
FCG2,P31994,DB00075,Muromonab,,Biotech,Approved|Investigational
IGFR2,P31994,DB00075,Muromonab,,Biotech,Approved|Investigational
FCGR2C,P31995,DB00075,Muromonab,,Biotech,Approved|Investigational
CD32,P31995,DB00075,Muromonab,,Biotech,Approved|Investigational
FCG2,P31995,DB00075,Muromonab,,Biotech,Approved|Investigational
IGFR2,P31995,DB00075,Muromonab,,Biotech,Approved|Investigational
MS4A1,P11836,DB00078,Ibritumomab tiuxetan,Antibody,Biotech,Approved|Investigational
CD20,P11836,DB00078,Ibritumomab tiuxetan,Antibody,Biotech,Approved|Investigational
FCGR3B,O75015,DB00078,Ibritumomab tiuxetan,,Biotech,Approved|Investigational
CD16B,O75015,DB00078,Ibritumomab tiuxetan,,Biotech,Approved|Investigational
